[Epoch 001] train_loss=0.9119 acc=0.5139 f1=0.4739 | val_loss=0.8907 acc=0.5574 f1=0.5202 | epoch_time=0.13s
[Epoch 002] train_loss=0.8174 acc=0.5730 f1=0.5308 | val_loss=0.7945 acc=0.5874 f1=0.5500 | epoch_time=0.13s
[Epoch 003] train_loss=0.7909 acc=0.5935 f1=0.5645 | val_loss=0.7752 acc=0.6214 f1=0.5836 | epoch_time=0.13s
[Epoch 004] train_loss=0.7796 acc=0.5977 f1=0.5666 | val_loss=0.7672 acc=0.6184 f1=0.5892 | epoch_time=0.14s
[Epoch 005] train_loss=0.7696 acc=0.6089 f1=0.5849 | val_loss=0.7629 acc=0.6174 f1=0.5933 | epoch_time=0.13s
[Epoch 006] train_loss=0.7596 acc=0.6157 f1=0.5894 | val_loss=0.7551 acc=0.6294 f1=0.5852 | epoch_time=0.13s
[Epoch 007] train_loss=0.7484 acc=0.6229 f1=0.5981 | val_loss=0.7556 acc=0.6164 f1=0.5880 | epoch_time=0.13s
[Epoch 008] train_loss=0.7451 acc=0.6257 f1=0.5975 | val_loss=0.7514 acc=0.6174 f1=0.5901 | epoch_time=0.13s
[Epoch 009] train_loss=0.7448 acc=0.6199 f1=0.5986 | val_loss=0.7430 acc=0.6344 f1=0.6000 | epoch_time=0.13s
[Epoch 010] train_loss=0.7377 acc=0.6296 f1=0.6052 | val_loss=0.7377 acc=0.6434 f1=0.6197 | epoch_time=0.13s
[Epoch 011] train_loss=0.7311 acc=0.6309 f1=0.6075 | val_loss=0.7440 acc=0.6324 f1=0.6002 | epoch_time=0.13s
[Epoch 012] train_loss=0.7251 acc=0.6431 f1=0.6214 | val_loss=0.7302 acc=0.6563 f1=0.6264 | epoch_time=0.13s
[Epoch 013] train_loss=0.7194 acc=0.6496 f1=0.6270 | val_loss=0.7242 acc=0.6503 f1=0.6191 | epoch_time=0.13s
[Epoch 014] train_loss=0.7190 acc=0.6494 f1=0.6282 | val_loss=0.7298 acc=0.6474 f1=0.6151 | epoch_time=0.13s
[Epoch 015] train_loss=0.7115 acc=0.6549 f1=0.6355 | val_loss=0.7195 acc=0.6533 f1=0.6277 | epoch_time=0.13s
[Epoch 016] train_loss=0.7138 acc=0.6519 f1=0.6305 | val_loss=0.7132 acc=0.6484 f1=0.6198 | epoch_time=0.13s
[Epoch 017] train_loss=0.7099 acc=0.6583 f1=0.6370 | val_loss=0.7194 acc=0.6484 f1=0.6118 | epoch_time=0.13s
[Epoch 018] train_loss=0.7103 acc=0.6559 f1=0.6346 | val_loss=0.7131 acc=0.6533 f1=0.6313 | epoch_time=0.13s
[Epoch 019] train_loss=0.7128 acc=0.6449 f1=0.6243 | val_loss=0.7107 acc=0.6513 f1=0.6195 | epoch_time=0.13s
[Epoch 020] train_loss=0.7040 acc=0.6474 f1=0.6249 | val_loss=0.7067 acc=0.6553 f1=0.6313 | epoch_time=0.13s
[Epoch 021] train_loss=0.6936 acc=0.6646 f1=0.6432 | val_loss=0.7010 acc=0.6543 f1=0.6342 | epoch_time=0.13s
[Epoch 022] train_loss=0.6976 acc=0.6539 f1=0.6332 | val_loss=0.6991 acc=0.6573 f1=0.6302 | epoch_time=0.19s
[Epoch 023] train_loss=0.6996 acc=0.6573 f1=0.6399 | val_loss=0.7060 acc=0.6523 f1=0.6265 | epoch_time=0.13s
[Epoch 024] train_loss=0.6983 acc=0.6559 f1=0.6357 | val_loss=0.6989 acc=0.6553 f1=0.6262 | epoch_time=0.13s
[Epoch 025] train_loss=0.7062 acc=0.6471 f1=0.6245 | val_loss=0.7027 acc=0.6563 f1=0.6340 | epoch_time=0.13s
[Epoch 026] train_loss=0.6897 acc=0.6638 f1=0.6426 | val_loss=0.7020 acc=0.6553 f1=0.6334 | epoch_time=0.13s
[Epoch 027] train_loss=0.6983 acc=0.6566 f1=0.6377 | val_loss=0.6944 acc=0.6603 f1=0.6334 | epoch_time=0.13s
[Epoch 028] train_loss=0.6852 acc=0.6703 f1=0.6511 | val_loss=0.6985 acc=0.6533 f1=0.6312 | epoch_time=0.13s
