[Epoch 001] train_loss=0.9945 acc=0.4586 f1=0.4312 | val_loss=0.9677 acc=0.5393 f1=0.5006 | epoch_time=12.42s
[Epoch 002] train_loss=0.8948 acc=0.5328 f1=0.5119 | val_loss=0.8821 acc=0.5637 f1=0.5384 | epoch_time=0.12s
[Epoch 003] train_loss=0.8643 acc=0.5611 f1=0.5443 | val_loss=0.8533 acc=0.5836 f1=0.5609 | epoch_time=0.12s
[Epoch 004] train_loss=0.8457 acc=0.5689 f1=0.5582 | val_loss=0.8387 acc=0.6002 f1=0.5869 | epoch_time=0.12s
[Epoch 005] train_loss=0.8354 acc=0.5794 f1=0.5698 | val_loss=0.8295 acc=0.6113 f1=0.6027 | epoch_time=0.12s
[Epoch 006] train_loss=0.8322 acc=0.5786 f1=0.5692 | val_loss=0.8178 acc=0.6113 f1=0.5960 | epoch_time=0.12s
[Epoch 007] train_loss=0.8201 acc=0.5905 f1=0.5808 | val_loss=0.8101 acc=0.6135 f1=0.5988 | epoch_time=0.12s
[Epoch 008] train_loss=0.8190 acc=0.5927 f1=0.5826 | val_loss=0.8052 acc=0.6080 f1=0.5826 | epoch_time=0.13s
[Epoch 009] train_loss=0.8076 acc=0.5971 f1=0.5880 | val_loss=0.7952 acc=0.6346 f1=0.6227 | epoch_time=0.12s
[Epoch 010] train_loss=0.8005 acc=0.6004 f1=0.5948 | val_loss=0.7942 acc=0.6102 f1=0.5826 | epoch_time=0.12s
[Epoch 011] train_loss=0.8014 acc=0.6068 f1=0.6004 | val_loss=0.7824 acc=0.6268 f1=0.6120 | epoch_time=0.12s
[Epoch 012] train_loss=0.7995 acc=0.6021 f1=0.5913 | val_loss=0.7832 acc=0.6246 f1=0.6058 | epoch_time=0.12s
[Epoch 013] train_loss=0.7928 acc=0.6054 f1=0.5962 | val_loss=0.7770 acc=0.6323 f1=0.6233 | epoch_time=0.12s
[Epoch 014] train_loss=0.7888 acc=0.6151 f1=0.6081 | val_loss=0.7791 acc=0.6235 f1=0.6023 | epoch_time=0.12s
[Epoch 015] train_loss=0.7853 acc=0.6146 f1=0.6048 | val_loss=0.7685 acc=0.6456 f1=0.6346 | epoch_time=0.12s
[Epoch 016] train_loss=0.7824 acc=0.6154 f1=0.6094 | val_loss=0.7746 acc=0.6301 f1=0.6163 | epoch_time=0.12s
[Epoch 017] train_loss=0.7738 acc=0.6207 f1=0.6120 | val_loss=0.7639 acc=0.6489 f1=0.6396 | epoch_time=0.12s
[Epoch 018] train_loss=0.7751 acc=0.6270 f1=0.6201 | val_loss=0.7631 acc=0.6390 f1=0.6219 | epoch_time=0.12s
[Epoch 019] train_loss=0.7764 acc=0.6168 f1=0.6081 | val_loss=0.7539 acc=0.6501 f1=0.6411 | epoch_time=0.12s
[Epoch 020] train_loss=0.7704 acc=0.6295 f1=0.6222 | val_loss=0.7568 acc=0.6512 f1=0.6421 | epoch_time=0.12s
[Epoch 021] train_loss=0.7677 acc=0.6251 f1=0.6201 | val_loss=0.7541 acc=0.6456 f1=0.6356 | epoch_time=0.12s
[Epoch 022] train_loss=0.7659 acc=0.6329 f1=0.6282 | val_loss=0.7528 acc=0.6390 f1=0.6272 | epoch_time=0.12s
[Epoch 023] train_loss=0.7665 acc=0.6268 f1=0.6209 | val_loss=0.7520 acc=0.6423 f1=0.6258 | epoch_time=0.12s
[Epoch 024] train_loss=0.7623 acc=0.6326 f1=0.6258 | val_loss=0.7505 acc=0.6434 f1=0.6304 | epoch_time=0.12s
[Epoch 025] train_loss=0.7659 acc=0.6282 f1=0.6225 | val_loss=0.7416 acc=0.6611 f1=0.6515 | epoch_time=0.12s
[Epoch 026] train_loss=0.7687 acc=0.6326 f1=0.6279 | val_loss=0.7449 acc=0.6556 f1=0.6473 | epoch_time=0.12s
[Epoch 027] train_loss=0.7651 acc=0.6187 f1=0.6151 | val_loss=0.7453 acc=0.6578 f1=0.6472 | epoch_time=0.12s
[Epoch 028] train_loss=0.7581 acc=0.6306 f1=0.6266 | val_loss=0.7436 acc=0.6622 f1=0.6537 | epoch_time=0.12s
[Epoch 029] train_loss=0.7610 acc=0.6279 f1=0.6215 | val_loss=0.7359 acc=0.6622 f1=0.6535 | epoch_time=0.16s
[Epoch 030] train_loss=0.7610 acc=0.6287 f1=0.6203 | val_loss=0.7419 acc=0.6478 f1=0.6301 | epoch_time=0.12s
[Epoch 031] train_loss=0.7585 acc=0.6326 f1=0.6276 | val_loss=0.7428 acc=0.6556 f1=0.6460 | epoch_time=0.12s
[Epoch 032] train_loss=0.7570 acc=0.6362 f1=0.6306 | val_loss=0.7396 acc=0.6467 f1=0.6371 | epoch_time=0.12s
[Epoch 033] train_loss=0.7600 acc=0.6318 f1=0.6270 | val_loss=0.7384 acc=0.6478 f1=0.6357 | epoch_time=0.12s
[Epoch 034] train_loss=0.7527 acc=0.6398 f1=0.6349 | val_loss=0.7327 acc=0.6633 f1=0.6560 | epoch_time=0.12s
[Epoch 035] train_loss=0.7478 acc=0.6462 f1=0.6399 | val_loss=0.7306 acc=0.6545 f1=0.6441 | epoch_time=0.12s
[Epoch 036] train_loss=0.7493 acc=0.6398 f1=0.6358 | val_loss=0.7259 acc=0.6689 f1=0.6625 | epoch_time=0.12s
[Epoch 037] train_loss=0.7526 acc=0.6345 f1=0.6294 | val_loss=0.7268 acc=0.6700 f1=0.6623 | epoch_time=0.12s
[Epoch 038] train_loss=0.7479 acc=0.6437 f1=0.6377 | val_loss=0.7268 acc=0.6656 f1=0.6560 | epoch_time=0.12s
[Epoch 039] train_loss=0.7485 acc=0.6459 f1=0.6406 | val_loss=0.7274 acc=0.6633 f1=0.6544 | epoch_time=0.23s
[Epoch 040] train_loss=0.7503 acc=0.6406 f1=0.6362 | val_loss=0.7269 acc=0.6600 f1=0.6519 | epoch_time=0.12s
[Epoch 041] train_loss=0.7412 acc=0.6442 f1=0.6374 | val_loss=0.7261 acc=0.6633 f1=0.6555 | epoch_time=0.12s
[Epoch 042] train_loss=0.7435 acc=0.6392 f1=0.6338 | val_loss=0.7254 acc=0.6689 f1=0.6605 | epoch_time=0.12s
[Epoch 043] train_loss=0.7422 acc=0.6561 f1=0.6511 | val_loss=0.7237 acc=0.6722 f1=0.6640 | epoch_time=0.12s
[Epoch 044] train_loss=0.7402 acc=0.6462 f1=0.6393 | val_loss=0.7261 acc=0.6678 f1=0.6586 | epoch_time=0.12s
[Epoch 045] train_loss=0.7329 acc=0.6473 f1=0.6405 | val_loss=0.7259 acc=0.6678 f1=0.6599 | epoch_time=0.12s
[Epoch 046] train_loss=0.7420 acc=0.6453 f1=0.6401 | val_loss=0.7227 acc=0.6722 f1=0.6653 | epoch_time=0.12s
[Epoch 047] train_loss=0.7395 acc=0.6442 f1=0.6390 | val_loss=0.7215 acc=0.6755 f1=0.6675 | epoch_time=0.12s
[Epoch 048] train_loss=0.7385 acc=0.6484 f1=0.6437 | val_loss=0.7194 acc=0.6766 f1=0.6690 | epoch_time=0.12s
[Epoch 049] train_loss=0.7413 acc=0.6473 f1=0.6423 | val_loss=0.7208 acc=0.6733 f1=0.6647 | epoch_time=0.12s
[Epoch 050] train_loss=0.7437 acc=0.6467 f1=0.6412 | val_loss=0.7187 acc=0.6788 f1=0.6704 | epoch_time=0.12s
[Epoch 051] train_loss=0.7401 acc=0.6464 f1=0.6419 | val_loss=0.7187 acc=0.6733 f1=0.6648 | epoch_time=0.13s
[Epoch 052] train_loss=0.7362 acc=0.6437 f1=0.6381 | val_loss=0.7210 acc=0.6622 f1=0.6528 | epoch_time=0.12s
