[Epoch 001] train_loss=0.9916 acc=0.4814 f1=0.4492 | val_loss=0.9709 acc=0.5299 f1=0.5026 | epoch_time=0.12s
[Epoch 002] train_loss=0.8947 acc=0.5355 f1=0.5107 | val_loss=0.8947 acc=0.5421 f1=0.5214 | epoch_time=0.12s
[Epoch 003] train_loss=0.8682 acc=0.5596 f1=0.5450 | val_loss=0.8721 acc=0.5543 f1=0.5406 | epoch_time=0.12s
[Epoch 004] train_loss=0.8537 acc=0.5684 f1=0.5545 | val_loss=0.8642 acc=0.5665 f1=0.5553 | epoch_time=0.12s
[Epoch 005] train_loss=0.8381 acc=0.5753 f1=0.5662 | val_loss=0.8545 acc=0.5743 f1=0.5624 | epoch_time=0.12s
[Epoch 006] train_loss=0.8300 acc=0.5909 f1=0.5804 | val_loss=0.8488 acc=0.5865 f1=0.5714 | epoch_time=0.15s
[Epoch 007] train_loss=0.8258 acc=0.5870 f1=0.5802 | val_loss=0.8425 acc=0.5854 f1=0.5764 | epoch_time=0.12s
[Epoch 008] train_loss=0.8148 acc=0.6030 f1=0.5958 | val_loss=0.8361 acc=0.5865 f1=0.5772 | epoch_time=0.12s
[Epoch 009] train_loss=0.8084 acc=0.6055 f1=0.5981 | val_loss=0.8373 acc=0.5765 f1=0.5692 | epoch_time=0.12s
[Epoch 010] train_loss=0.8023 acc=0.6028 f1=0.5969 | val_loss=0.8309 acc=0.5876 f1=0.5787 | epoch_time=0.12s
[Epoch 011] train_loss=0.7975 acc=0.6072 f1=0.6015 | val_loss=0.8335 acc=0.5687 f1=0.5549 | epoch_time=0.12s
[Epoch 012] train_loss=0.7977 acc=0.6097 f1=0.6016 | val_loss=0.8332 acc=0.5710 f1=0.5626 | epoch_time=0.12s
[Epoch 013] train_loss=0.7895 acc=0.6224 f1=0.6181 | val_loss=0.8197 acc=0.5976 f1=0.5942 | epoch_time=0.12s
[Epoch 014] train_loss=0.7846 acc=0.6197 f1=0.6141 | val_loss=0.8199 acc=0.5909 f1=0.5810 | epoch_time=0.12s
[Epoch 015] train_loss=0.7781 acc=0.6294 f1=0.6238 | val_loss=0.8202 acc=0.5998 f1=0.5956 | epoch_time=0.12s
[Epoch 016] train_loss=0.7752 acc=0.6233 f1=0.6178 | val_loss=0.8147 acc=0.5942 f1=0.5875 | epoch_time=0.12s
[Epoch 017] train_loss=0.7805 acc=0.6263 f1=0.6214 | val_loss=0.8184 acc=0.5865 f1=0.5800 | epoch_time=0.12s
[Epoch 018] train_loss=0.7789 acc=0.6307 f1=0.6261 | val_loss=0.8126 acc=0.6053 f1=0.6011 | epoch_time=0.12s
[Epoch 019] train_loss=0.7693 acc=0.6346 f1=0.6306 | val_loss=0.8078 acc=0.6164 f1=0.6111 | epoch_time=0.12s
[Epoch 020] train_loss=0.7695 acc=0.6319 f1=0.6249 | val_loss=0.8099 acc=0.5909 f1=0.5760 | epoch_time=0.12s
[Epoch 021] train_loss=0.7690 acc=0.6332 f1=0.6267 | val_loss=0.8098 acc=0.5987 f1=0.5925 | epoch_time=0.12s
[Epoch 022] train_loss=0.7622 acc=0.6319 f1=0.6283 | val_loss=0.8057 acc=0.6131 f1=0.6078 | epoch_time=0.12s
[Epoch 023] train_loss=0.7640 acc=0.6396 f1=0.6344 | val_loss=0.8033 acc=0.5965 f1=0.5895 | epoch_time=0.12s
[Epoch 024] train_loss=0.7550 acc=0.6352 f1=0.6301 | val_loss=0.7974 acc=0.6009 f1=0.5974 | epoch_time=0.12s
[Epoch 025] train_loss=0.7547 acc=0.6385 f1=0.6344 | val_loss=0.7991 acc=0.6164 f1=0.6099 | epoch_time=0.12s
[Epoch 026] train_loss=0.7536 acc=0.6377 f1=0.6323 | val_loss=0.7943 acc=0.6131 f1=0.6077 | epoch_time=0.12s
[Epoch 027] train_loss=0.7547 acc=0.6352 f1=0.6322 | val_loss=0.7970 acc=0.6053 f1=0.5976 | epoch_time=0.24s
