[Epoch 001] train_loss=1.0043 acc=0.4720 f1=0.4254 | val_loss=0.8968 acc=0.5399 f1=0.4937 | epoch_time=2.08s
[Epoch 002] train_loss=0.9064 acc=0.5292 f1=0.4916 | val_loss=0.8855 acc=0.5319 f1=0.4699 | epoch_time=1.28s
[Epoch 003] train_loss=0.8893 acc=0.5207 f1=0.4842 | val_loss=0.8780 acc=0.5329 f1=0.4482 | epoch_time=1.28s
[Epoch 004] train_loss=0.8772 acc=0.5317 f1=0.4995 | val_loss=0.8882 acc=0.5150 f1=0.4136 | epoch_time=1.28s
[Epoch 005] train_loss=0.8654 acc=0.5384 f1=0.5056 | val_loss=0.8461 acc=0.5409 f1=0.4847 | epoch_time=1.28s
[Epoch 006] train_loss=0.8528 acc=0.5454 f1=0.5121 | val_loss=0.8386 acc=0.5429 f1=0.4713 | epoch_time=1.28s
[Epoch 007] train_loss=0.8384 acc=0.5517 f1=0.5008 | val_loss=0.8296 acc=0.5679 f1=0.4613 | epoch_time=1.28s
[Epoch 008] train_loss=0.8311 acc=0.5587 f1=0.5213 | val_loss=0.8220 acc=0.5589 f1=0.5042 | epoch_time=1.28s
[Epoch 009] train_loss=0.8337 acc=0.5594 f1=0.5245 | val_loss=0.8052 acc=0.5978 f1=0.5532 | epoch_time=1.28s
[Epoch 010] train_loss=0.8219 acc=0.5634 f1=0.5179 | val_loss=0.8113 acc=0.5938 f1=0.5599 | epoch_time=1.28s
[Epoch 011] train_loss=0.8288 acc=0.5639 f1=0.5238 | val_loss=0.8083 acc=0.5888 f1=0.5054 | epoch_time=1.28s
[Epoch 012] train_loss=0.8206 acc=0.5689 f1=0.5307 | val_loss=0.7989 acc=0.5818 f1=0.5291 | epoch_time=1.28s
[Epoch 013] train_loss=0.8182 acc=0.5731 f1=0.5301 | val_loss=0.8053 acc=0.5758 f1=0.5556 | epoch_time=1.28s
[Epoch 014] train_loss=0.8139 acc=0.5796 f1=0.5335 | val_loss=0.8242 acc=0.5559 f1=0.5317 | epoch_time=1.28s
[Epoch 015] train_loss=0.8085 acc=0.5731 f1=0.5347 | val_loss=0.7956 acc=0.5878 f1=0.5606 | epoch_time=1.27s
[Epoch 016] train_loss=0.8083 acc=0.5734 f1=0.5331 | val_loss=0.7966 acc=0.5709 f1=0.5402 | epoch_time=1.27s
[Epoch 017] train_loss=0.8055 acc=0.5816 f1=0.5370 | val_loss=0.7949 acc=0.5878 f1=0.5561 | epoch_time=1.28s
[Epoch 018] train_loss=0.8088 acc=0.5819 f1=0.5382 | val_loss=0.8079 acc=0.5808 f1=0.4995 | epoch_time=1.27s
[Epoch 019] train_loss=0.8001 acc=0.5816 f1=0.5428 | val_loss=0.7911 acc=0.5818 f1=0.5382 | epoch_time=1.27s
[Epoch 020] train_loss=0.8074 acc=0.5746 f1=0.5379 | val_loss=0.8060 acc=0.5788 f1=0.4819 | epoch_time=1.27s
[Epoch 021] train_loss=0.8133 acc=0.5614 f1=0.5190 | val_loss=0.7880 acc=0.6028 f1=0.5716 | epoch_time=1.27s
[Epoch 022] train_loss=0.8019 acc=0.5794 f1=0.5358 | val_loss=0.8206 acc=0.5828 f1=0.5099 | epoch_time=1.27s
[Epoch 023] train_loss=0.7972 acc=0.5809 f1=0.5382 | val_loss=0.7838 acc=0.5818 f1=0.5360 | epoch_time=1.28s
[Epoch 024] train_loss=0.7945 acc=0.5811 f1=0.5399 | val_loss=0.7858 acc=0.5888 f1=0.5623 | epoch_time=1.27s
[Epoch 025] train_loss=0.7990 acc=0.5921 f1=0.5507 | val_loss=0.7927 acc=0.6018 f1=0.5449 | epoch_time=1.27s
[Epoch 026] train_loss=0.7924 acc=0.5799 f1=0.5383 | val_loss=0.7812 acc=0.5828 f1=0.5431 | epoch_time=1.28s
[Epoch 027] train_loss=0.7883 acc=0.5836 f1=0.5439 | val_loss=0.7749 acc=0.5858 f1=0.5419 | epoch_time=1.28s
[Epoch 028] train_loss=0.7884 acc=0.5891 f1=0.5493 | val_loss=0.7766 acc=0.5888 f1=0.5429 | epoch_time=1.27s
[Epoch 029] train_loss=0.7841 acc=0.5866 f1=0.5474 | val_loss=0.7819 acc=0.5818 f1=0.5385 | epoch_time=1.27s
[Epoch 030] train_loss=0.7827 acc=0.5941 f1=0.5539 | val_loss=0.7848 acc=0.6068 f1=0.5583 | epoch_time=1.28s
[Epoch 031] train_loss=0.7826 acc=0.5944 f1=0.5536 | val_loss=0.7739 acc=0.6098 f1=0.5657 | epoch_time=1.28s
[Epoch 032] train_loss=0.7807 acc=0.5804 f1=0.5406 | val_loss=0.7849 acc=0.5858 f1=0.5519 | epoch_time=1.28s
[Epoch 033] train_loss=0.7818 acc=0.5924 f1=0.5523 | val_loss=0.7719 acc=0.6108 f1=0.5709 | epoch_time=1.28s
[Epoch 034] train_loss=0.7803 acc=0.5854 f1=0.5458 | val_loss=0.7779 acc=0.5818 f1=0.5194 | epoch_time=1.27s
[Epoch 035] train_loss=0.7751 acc=0.5959 f1=0.5575 | val_loss=0.7743 acc=0.6088 f1=0.5669 | epoch_time=1.28s
[Epoch 036] train_loss=0.7722 acc=0.5901 f1=0.5500 | val_loss=0.7844 acc=0.5968 f1=0.5730 | epoch_time=1.27s
[Epoch 037] train_loss=0.7797 acc=0.5871 f1=0.5427 | val_loss=0.7721 acc=0.6088 f1=0.5742 | epoch_time=1.28s
[Epoch 038] train_loss=0.7697 acc=0.5861 f1=0.5503 | val_loss=0.7670 acc=0.6138 f1=0.5841 | epoch_time=1.40s
[Epoch 039] train_loss=0.7633 acc=0.6063 f1=0.5677 | val_loss=0.7670 acc=0.6088 f1=0.5724 | epoch_time=1.27s
[Epoch 040] train_loss=0.7647 acc=0.6016 f1=0.5614 | val_loss=0.7681 acc=0.6178 f1=0.5859 | epoch_time=1.27s
[Epoch 041] train_loss=0.7663 acc=0.5989 f1=0.5609 | val_loss=0.7679 acc=0.6138 f1=0.5819 | epoch_time=1.27s
[Epoch 042] train_loss=0.7634 acc=0.6001 f1=0.5609 | val_loss=0.7685 acc=0.6118 f1=0.5781 | epoch_time=1.28s
[Epoch 043] train_loss=0.7638 acc=0.6048 f1=0.5661 | val_loss=0.7685 acc=0.6128 f1=0.5801 | epoch_time=1.27s
[Epoch 044] train_loss=0.7627 acc=0.5986 f1=0.5588 | val_loss=0.7683 acc=0.6128 f1=0.5802 | epoch_time=1.27s
[Epoch 045] train_loss=0.7635 acc=0.6023 f1=0.5636 | val_loss=0.7680 acc=0.6138 f1=0.5807 | epoch_time=1.28s
[Epoch 046] train_loss=0.7635 acc=0.6051 f1=0.5665 | val_loss=0.7680 acc=0.6128 f1=0.5799 | epoch_time=1.27s
[Epoch 047] train_loss=0.7639 acc=0.6028 f1=0.5638 | val_loss=0.7680 acc=0.6118 f1=0.5788 | epoch_time=1.28s
[Epoch 048] train_loss=0.7609 acc=0.6071 f1=0.5680 | val_loss=0.7680 acc=0.6148 f1=0.5822 | epoch_time=1.27s
[Epoch 049] train_loss=0.7621 acc=0.6076 f1=0.5687 | val_loss=0.7680 acc=0.6128 f1=0.5799 | epoch_time=1.27s
[Epoch 050] train_loss=0.7633 acc=0.6048 f1=0.5655 | val_loss=0.7680 acc=0.6128 f1=0.5799 | epoch_time=1.28s
[Epoch 051] train_loss=0.7619 acc=0.6023 f1=0.5639 | val_loss=0.7680 acc=0.6138 f1=0.5811 | epoch_time=1.27s
[Epoch 052] train_loss=0.7613 acc=0.6038 f1=0.5649 | val_loss=0.7680 acc=0.6138 f1=0.5811 | epoch_time=1.27s
[Epoch 053] train_loss=0.7623 acc=0.6061 f1=0.5674 | val_loss=0.7680 acc=0.6138 f1=0.5811 | epoch_time=1.28s
[Epoch 054] train_loss=0.7630 acc=0.6058 f1=0.5676 | val_loss=0.7680 acc=0.6138 f1=0.5811 | epoch_time=1.27s
[Epoch 055] train_loss=0.7652 acc=0.6063 f1=0.5684 | val_loss=0.7680 acc=0.6138 f1=0.5811 | epoch_time=1.27s
[Epoch 056] train_loss=0.7643 acc=0.6068 f1=0.5687 | val_loss=0.7680 acc=0.6138 f1=0.5811 | epoch_time=1.28s
[Epoch 057] train_loss=0.7639 acc=0.6021 f1=0.5629 | val_loss=0.7680 acc=0.6138 f1=0.5811 | epoch_time=1.27s
[Epoch 058] train_loss=0.7624 acc=0.6036 f1=0.5648 | val_loss=0.7680 acc=0.6138 f1=0.5811 | epoch_time=1.27s
Early stopping at epoch 58 (best epoch=38)
Total training time: 74.92s
