[Epoch 001] train_loss=0.9636 acc=0.5016 f1=0.4579 | val_loss=0.9205 acc=0.5345 f1=0.4263 | epoch_time=1.28s
[Epoch 002] train_loss=0.9045 acc=0.5361 f1=0.5017 | val_loss=0.8939 acc=0.5255 f1=0.4152 | epoch_time=1.27s
[Epoch 003] train_loss=0.8856 acc=0.5306 f1=0.4990 | val_loss=0.8755 acc=0.5205 f1=0.4378 | epoch_time=1.39s
[Epoch 004] train_loss=0.8813 acc=0.5351 f1=0.4998 | val_loss=0.8682 acc=0.5265 f1=0.4722 | epoch_time=1.27s
[Epoch 005] train_loss=0.8641 acc=0.5411 f1=0.5010 | val_loss=0.8522 acc=0.5504 f1=0.5165 | epoch_time=1.27s
[Epoch 006] train_loss=0.8472 acc=0.5583 f1=0.5302 | val_loss=0.8503 acc=0.5704 f1=0.4842 | epoch_time=1.27s
[Epoch 007] train_loss=0.8402 acc=0.5513 f1=0.5146 | val_loss=0.8340 acc=0.5694 f1=0.5229 | epoch_time=1.27s
[Epoch 008] train_loss=0.8304 acc=0.5648 f1=0.5245 | val_loss=0.8250 acc=0.5724 f1=0.5292 | epoch_time=1.27s
[Epoch 009] train_loss=0.8242 acc=0.5807 f1=0.5470 | val_loss=0.8240 acc=0.5814 f1=0.5229 | epoch_time=1.28s
[Epoch 010] train_loss=0.8192 acc=0.5767 f1=0.5344 | val_loss=0.8385 acc=0.5664 f1=0.5316 | epoch_time=1.27s
[Epoch 011] train_loss=0.8154 acc=0.5767 f1=0.5379 | val_loss=0.8136 acc=0.5734 f1=0.5241 | epoch_time=1.27s
[Epoch 012] train_loss=0.8100 acc=0.5815 f1=0.5400 | val_loss=0.8158 acc=0.5664 f1=0.4950 | epoch_time=1.28s
[Epoch 013] train_loss=0.8095 acc=0.5787 f1=0.5367 | val_loss=0.8180 acc=0.5594 f1=0.5112 | epoch_time=1.27s
[Epoch 014] train_loss=0.8061 acc=0.5837 f1=0.5434 | val_loss=0.8229 acc=0.5644 f1=0.4944 | epoch_time=1.27s
[Epoch 015] train_loss=0.8063 acc=0.5792 f1=0.5386 | val_loss=0.8149 acc=0.5794 f1=0.5492 | epoch_time=1.27s
[Epoch 016] train_loss=0.7969 acc=0.5932 f1=0.5568 | val_loss=0.8049 acc=0.5784 f1=0.5386 | epoch_time=1.28s
[Epoch 017] train_loss=0.7997 acc=0.5880 f1=0.5445 | val_loss=0.8067 acc=0.5814 f1=0.5447 | epoch_time=1.27s
[Epoch 018] train_loss=0.7953 acc=0.5947 f1=0.5535 | val_loss=0.8044 acc=0.5784 f1=0.5405 | epoch_time=1.27s
[Epoch 019] train_loss=0.7951 acc=0.5857 f1=0.5436 | val_loss=0.8050 acc=0.5744 f1=0.5397 | epoch_time=1.27s
[Epoch 020] train_loss=0.7961 acc=0.5882 f1=0.5474 | val_loss=0.8035 acc=0.5834 f1=0.5480 | epoch_time=1.28s
[Epoch 021] train_loss=0.7945 acc=0.5930 f1=0.5488 | val_loss=0.8038 acc=0.5804 f1=0.5451 | epoch_time=1.27s
[Epoch 022] train_loss=0.7970 acc=0.5917 f1=0.5533 | val_loss=0.8027 acc=0.5754 f1=0.5392 | epoch_time=1.35s
[Epoch 023] train_loss=0.7948 acc=0.5917 f1=0.5485 | val_loss=0.8036 acc=0.5834 f1=0.5483 | epoch_time=1.27s
[Epoch 024] train_loss=0.7934 acc=0.5930 f1=0.5542 | val_loss=0.8043 acc=0.5704 f1=0.5340 | epoch_time=1.28s
[Epoch 025] train_loss=0.7970 acc=0.5897 f1=0.5468 | val_loss=0.8032 acc=0.5824 f1=0.5448 | epoch_time=1.27s
