ID,Phase,color_Ur,color_gr,color_gi,SFR_200Myr,AxisRatio,B_T,SurfaceBrightness,EffectiveRadius,AbsMag_U,AbsMag_B,AbsMag_V,AbsMag_g,AbsMag_r,AbsMag_i,StellarMass,StellarMetallicity,StellarVelDispersion
91_0,1,1.6684,0.7594,1.1196,-8.687558826,0.825339258,0.857732423,-19.31977517,46.7466,-24.5829,-25.0313,-25.9091,-25.4919,-26.2513,-26.6115,240.279,0.0388186,491.039
91_2,1,1.6299,0.7413,1.0915,-9,0.94939059,0.097461095,-19.20777512,9.7398,-21.1273,-21.5613,-22.4218,-22.0159,-22.7572,-23.1074,9.39628,0.0317868,149.398
91_3,0,1.7438,0.7839,1.1556,-9,0.846272528,0.316866816,-19.36077812,5.6693,-19.9463,-20.4351,-21.3394,-20.9062,-21.6901,-22.0618,5.27528,0.0391144,141.657
91_4,0,1.7572,0.7869,1.1595,-9,0.6945346,0.349365982,-19.2733839,5.784,-19.8839,-20.3815,-21.2894,-20.8542,-21.6411,-22.0137,5.39835,0.0361035,156.989
91_5,0,1.8147,0.8054,1.188,-9,0.79598701,0.382128681,-19.59597463,5.0247,-19.7963,-20.326,-21.2526,-20.8056,-21.611,-21.9936,5.92443,0.0384628,172.947
91_7,0,1.7068,0.7732,1.14,-9,0.819629014,0.280009002,-18.8957035,5.7017,-19.5592,-20.0262,-20.9189,-20.4928,-21.266,-21.6328,3.47729,0.0340967,130.196
91_8,0,1.6998,0.7681,1.1319,-9,0.992560863,0.151857234,-18.93085534,6.067,-19.7367,-20.2028,-21.0916,-20.6684,-21.4365,-21.8003,2.82695,0.0316427,110.21
91_9,0,1.5384,0.7086,1.0457,-8.895266303,0.989190936,0.043801145,-18.79922881,6.991,-20.1224,-20.5115,-21.3365,-20.9522,-21.6608,-21.9979,3.1572,0.0290588,108.406
91_10,0,1.6891,0.7683,1.1322,-9,0.837187171,0.427321014,-19.37897628,3.9942,-19.3037,-19.7599,-20.6474,-20.2245,-20.9928,-21.3567,2.49791,0.0389393,116.378
91_11,0,1.2074,0.6297,0.9453,-8.370021881,0.987567246,0.022695398,-18.91104011,5.0093,-19.9325,-20.1114,-20.8383,-20.5102,-21.1399,-21.4555,1.20847,0.0295342,91.2697
91_12,0,0.4027,0.3069,0.5018,-3.138530959,0.81106329,0.037285407,-18.5503745,7.4626,-21.5617,-21.381,-21.7746,-21.6575,-21.9644,-22.1593,1.5907,0.0218696,94.9826
91_15,0,1.3166,0.6268,0.9266,-8.846358495,0.544483364,0.292853026,-19.51124,3.2061,-19.4652,-19.7489,-20.4852,-20.155,-20.7818,-21.0816,1.3193,0.031818,88.2845
91_17,0,1.6486,0.754,1.1107,-9,0.584154725,0.326652308,-19.10854191,3.6603,-18.908,-19.3433,-20.2165,-19.8026,-20.5566,-20.9133,1.33039,0.0318627,96.1284
91_18,0,1.1014,0.5937,0.8946,-8.567073539,0.806612611,0.051746474,-18.73413529,4.019,-19.4209,-19.5442,-20.2333,-19.9286,-20.5223,-20.8232,0.906211,0.0293491,80.4755
91_19,0,1.6972,0.7677,1.1308,-9,0.672699392,0.355711152,-19.60458487,3.1803,-19.0187,-19.4828,-20.3711,-19.9482,-20.7159,-21.079,1.73509,0.0372951,105.934
91_20,0,1.7989,0.8005,1.1815,-9,0.608913839,0.378505212,-19.40862391,3.1408,-18.6095,-19.1303,-20.0517,-19.6079,-20.4084,-20.7894,1.71342,0.0336082,124.654
91_21,0,0.6785,0.4516,0.7098,-7.568281683,0.92672962,0.036658998,-18.87256791,4.1342,-20.1486,-20.0523,-20.5838,-20.3755,-20.8271,-21.0853,0.683267,0.0228801,78.1269
91_22,0,1.8697,0.8199,1.2115,-9,0.712587595,0.478156286,-19.91621137,2.6918,-18.6445,-19.209,-20.1506,-19.6943,-20.5142,-20.9058,2.25398,0.0432604,140.759
91_23,0,1.8716,0.8282,1.2261,-9,0.903907001,0.668838976,-20.64357112,1.3601,-17.8761,-18.4339,-19.38,-18.9195,-19.7477,-20.1456,1.30216,0.0333457,109.724
91_24,0,1.6067,0.7402,1.0906,-8.997145936,0.991162419,0.036196173,-18.82772388,3.0839,-18.3425,-18.7558,-19.6135,-19.209,-19.9492,-20.2996,0.602557,0.0269359,80.6253
91_25,0,1.5906,0.7412,1.093,-8.992433963,0.876040399,0.09058717,-19.06179721,2.7171,-18.3202,-18.717,-19.5744,-19.1696,-19.9108,-20.2626,0.690602,0.0295471,79.0598
91_26,0,1.816,0.8071,1.193,-9,0.938434124,0.403591504,-20.17526831,1.8728,-18.2157,-18.745,-19.6722,-19.2246,-20.0317,-20.4176,1.44337,0.0333659,128.461
91_29,0,1.5919,0.7367,1.0841,-9,0.985171795,0.055867305,-18.82882425,2.7686,-18.1434,-18.5464,-19.4012,-18.9986,-19.7353,-20.0827,0.489428,0.0286284,71.8159
91_30,0,1.6101,0.7417,1.0911,-9,0.965583682,0.039297797,-18.79250622,3.0658,-18.2943,-18.708,-19.5687,-19.1627,-19.9044,-20.2538,0.670435,0.0288429,79.1288
91_31,0,0.4533,0.3193,0.5082,-8.036257396,0.963371396,0.124080723,-19.10346675,2.3444,-19.6177,-19.4693,-19.878,-19.7517,-20.071,-20.2599,0.227361,0.0210236,51.6573
91_32,0,1.6577,0.7599,1.12,-9,0.550715983,0.494953236,-19.66033499,1.997,-18.1423,-18.5793,-19.4573,-19.0401,-19.8,-20.1601,0.769032,0.0335792,78.6691
91_33,0,1.7149,0.7762,1.1446,-9,0.615860581,0.107646479,-19.05081534,2.7828,-18.1508,-18.6216,-19.5173,-19.0895,-19.8657,-20.2341,0.89213,0.0333331,86.1118
91_34,0,1.5539,0.7194,1.0607,-8.975449649,0.948337376,0.069168798,-18.95144921,2.987,-18.4631,-18.8529,-19.6887,-19.2976,-20.017,-20.3583,0.647814,0.031474,74.2676
91_35,0,1.438,0.6699,0.985,-8.994124473,0.9077636,0.074038952,-19.12781948,2.4148,-18.3677,-18.7104,-19.495,-19.1358,-19.8057,-20.1208,0.479658,0.0259877,73.5975
91_36,0,1.6626,0.7599,1.1207,-9,0.558104277,0.183291461,-19.17743728,2.344,-17.9812,-18.423,-19.3012,-18.8839,-19.6438,-20.0046,0.650921,0.0298253,77.6528
91_37,0,0.2964,0.2916,0.4784,-7.957265151,0.966017783,0.079899045,-19.02536722,2.3375,-19.6952,-19.4339,-19.805,-19.7,-19.9916,-20.1784,0.210719,0.0196035,68.1861
91_38,0,1.6812,0.7653,1.1275,-9,0.678850532,0.09407823,-18.91764344,2.6486,-17.9738,-18.426,-19.3108,-18.8897,-19.655,-20.0172,0.637022,0.0323445,79.6861
91_39,0,1.8806,0.8231,1.2137,-9,0.621667802,0.676884128,-20.18592593,1.5884,-17.7753,-18.3454,-19.2915,-18.8328,-19.6559,-20.0465,1.12884,0.0406657,115.135
91_40,0,0.31,0.2669,0.4338,-8.458848383,0.976678669,0.045772668,-19.12067989,1.4381,-18.8252,-18.6061,-18.9604,-18.8683,-19.1352,-19.3021,0.066815,0.0148849,51.9631
91_41,0,1.7173,0.7749,1.1414,-9,0.596584797,0.106289809,-19.22855371,2.388,-17.993,-18.4674,-19.3629,-18.9354,-19.7103,-20.0768,0.769355,0.0372187,81.4929
91_43,0,1.7587,0.7907,1.1668,-9,0.475641131,0.099887983,-19.21526588,2.1962,-17.7297,-18.2243,-19.1346,-18.6977,-19.4884,-19.8645,0.749062,0.0315985,88.4874
91_44,0,1.7909,0.796,1.173,-9,0.700283289,0.346602154,-19.62221883,2.0167,-17.8819,-18.4001,-19.3181,-18.8768,-19.6728,-20.0498,0.889716,0.0435539,95.8462
91_45,0,1.6479,0.7534,1.1097,-9,0.605723381,0.137503766,-19.15729503,2.4034,-18.0511,-18.4863,-19.3591,-18.9456,-19.699,-20.0553,0.645011,0.0325107,72.5875
91_46,0,1.823,0.8068,1.1899,-9,0.528872132,0.670746549,-20.09695679,1.5267,-17.6971,-18.2327,-19.1613,-18.7133,-19.5201,-19.9032,0.912086,0.0388951,106.182
91_47,0,1.525,0.7188,1.0571,-9,0.983893454,0.24731046,-18.87918658,1.6526,-17.197,-17.5595,-18.3937,-18.0032,-18.722,-19.0603,0.198669,0.0241055,57.8026
91_48,0,1.4964,0.7023,1.0291,-8.998492717,0.923015594,0.076582162,-18.82213107,2.1761,-17.7791,-18.1344,-18.9539,-18.5732,-19.2755,-19.6023,0.301381,0.0253576,57.6502
91_50,0,1.5249,0.7175,1.0538,-9,0.978412032,0.025450316,-18.7225056,2.0897,-17.5669,-17.9303,-18.7643,-18.3743,-19.0918,-19.4281,0.190349,0.0217541,53.1972
91_51,0,1.8043,0.8014,1.1825,-9,0.668342173,0.313097401,-19.07331669,2.2472,-17.5372,-18.0619,-18.9846,-18.5401,-19.3415,-19.7226,0.635546,0.0437342,80.5589
91_52,0,1.8435,0.8145,1.2022,-9,0.947657585,0.107656311,-19.14714029,2.0421,-17.3437,-17.8895,-18.8253,-18.3727,-19.1872,-19.5749,0.655143,0.0409352,85.7129
91_53,0,1.7852,0.7948,1.1722,-9,0.707148194,0.124898271,-19.35818738,2.0398,-17.6451,-18.1596,-19.0759,-18.6355,-19.4303,-19.8077,0.636041,0.0419197,77.6436
91_54,0,1.6799,0.7659,1.1283,-9,0.557485461,0.316067324,-18.91196686,2.1393,-17.5151,-17.9653,-18.8503,-18.4291,-19.195,-19.5574,0.458986,0.0315189,70.7493
91_55,0,1.5879,0.7404,1.0908,-9,0.956936061,0.079954639,-19.01521514,1.7476,-17.354,-17.7491,-18.6056,-18.2015,-18.9419,-19.2923,0.311906,0.0247738,65.8428
91_56,0,1.5616,0.7269,1.0689,-9,0.975972414,0.066171123,-18.98843946,2.1091,-17.7625,-18.1487,-18.9935,-18.5972,-19.3241,-19.6661,0.293007,0.0269049,59.5652
91_57,0,0.625,0.3982,0.6171,-8.793349679,0.90676564,0.107712335,-19.31204768,1.2848,-18.2876,-18.2051,-18.6912,-18.5144,-18.9126,-19.1315,0.080065,0.0180121,51.1429
91_58,0,1.3558,0.634,0.929,-9,0.941908777,0.069787169,-18.8857918,1.69,-17.52,-17.8296,-18.5779,-18.2418,-18.8758,-19.1708,0.134024,0.0190983,53.4698
91_59,0,1.6504,0.7584,1.1174,-9,0.605866373,0.312101902,-18.93807727,1.8957,-17.3407,-17.7724,-18.6487,-18.2327,-18.9911,-19.3501,0.36361,0.0276657,65.625
91_60,0,0.9784,0.5156,0.7721,-8.948701328,0.967206657,0.217012318,-19.01366919,1.1364,-17.2629,-17.3673,-17.9814,-17.7257,-18.2413,-18.4978,0.072565,0.0201754,47.3288
91_61,0,1.2074,0.5803,0.8441,-8.988967237,0.952698767,0.06161396,-19.34062054,1.1896,-17.476,-17.7129,-18.4044,-18.1031,-18.6834,-18.9472,0.053296,0.0166272,44.4859
91_62,0,1.824,0.8064,1.1894,-9,0.713435531,0.173687945,-19.28653202,1.8445,-17.2859,-17.8231,-18.7514,-18.3035,-19.1099,-19.4929,0.567453,0.0474693,81.6389
91_63,0,1.5898,0.7355,1.0815,-9,0.85564667,0.100443691,-18.85555427,2.2031,-17.6755,-18.0777,-18.9318,-18.5298,-19.2653,-19.6113,0.357465,0.0289189,56.2087
91_64,0,0.7496,0.4808,0.7416,-8.843623162,0.977363467,0.381310083,-18.917811,1.4766,-17.9451,-17.8788,-18.4418,-18.2139,-18.6947,-18.9555,0.117344,0.021256,57.2841
91_65,0,1.4267,0.6879,1.0075,-8.999412205,0.99325639,0.079954692,-19.67195505,0.9401,-16.9807,-17.2884,-18.0901,-17.7195,-18.4074,-18.727,0.062969,0.0168196,47.2632
91_66,0,1.7652,0.7906,1.1668,-9,0.585435212,0.156958966,-19.13113817,1.8473,-17.2447,-17.7456,-18.6565,-18.2193,-19.0099,-19.3861,0.446877,0.0355617,72.785
91_67,1,0.447,0.3378,0.5306,-8.905183047,0.914485455,0.173503259,-19.19049253,0.6913,-17.1405,-16.9653,-17.3866,-17.2497,-17.5875,-17.7803,0.015658,0.0129892,41.6267
91_69,0,1.2035,0.5755,0.8317,-9,0.960871518,0.081960127,-19.35009512,0.9833,-17.1309,-17.3694,-18.058,-17.7589,-18.3344,-18.5906,0.031698,0.014187,41.5554
91_70,0,1.6626,0.7615,1.1219,-9,0.941160381,0.075762661,-18.86988083,1.7336,-17.0586,-17.4979,-18.3778,-17.9597,-18.7212,-19.0816,0.26638,0.0268072,59.8721
91_71,0,1.7404,0.7843,1.1575,-9,0.518045306,0.140342148,-18.84546605,1.9274,-17.1029,-17.588,-18.4919,-18.059,-18.8433,-19.2165,0.371154,0.0317227,66.139
91_72,0,1.1994,0.5802,0.8377,-9,0.633910835,0.190544479,-19.63084168,0.8498,-17.1343,-17.3636,-18.0551,-17.7535,-18.3337,-18.5912,0.021274,0.00962701,41.2904
91_73,0,0.7735,0.4605,0.7016,-8.930653771,0.97909373,0.29716873,-19.64463968,0.6233,-16.8987,-16.8804,-17.4285,-17.2117,-17.6722,-17.9133,0.026269,0.0161689,41.437
91_74,0,1.4779,0.7029,1.0313,-9,0.947648704,0.063392256,-19.03887006,1.3508,-17.0202,-17.3575,-18.1757,-17.7952,-18.4981,-18.8265,0.104941,0.0204213,52.5489
91_75,0,1.718,0.7777,1.1461,-9,0.583361208,0.109943068,-18.75788082,1.8431,-16.9762,-17.4479,-18.3451,-17.9165,-18.6942,-19.0626,0.289828,0.0272365,62.5749
91_76,0,1.7803,0.7946,1.1722,-9,0.938264549,0.116772068,-19.10053377,1.6829,-16.9866,-17.4968,-18.4123,-17.9723,-18.7669,-19.1445,0.307611,0.0397848,55.5374
91_78,0,1.6702,0.7657,1.13,-9,0.949833989,0.124910661,-19.28772059,1.3081,-16.847,-17.2887,-18.1718,-17.7515,-18.5172,-18.8815,0.265006,0.0264796,63.6175
91_80,0,0.2265,0.225,0.3667,-8.740080792,0.988060176,0.462822853,-20.63545727,0.475,-18.0932,-17.8437,-18.162,-18.0947,-18.3197,-18.4614,0.035769,0.0201906,40.6582
91_81,0,1.3603,0.6535,0.9475,-9,0.982614279,0.060678521,-19.3535821,1.5314,-17.8099,-18.0974,-18.8666,-18.5167,-19.1702,-19.4642,0.130435,0.019671,40.2629
91_82,0,1.5195,0.7171,1.0548,-9,0.981630325,0.107956273,-18.97941199,1.1257,-16.4886,-16.8476,-17.6803,-17.291,-18.0081,-18.3458,0.081811,0.0201162,44.9385
91_83,0,0.2285,0.2913,0.4727,-8.843119787,0.899179995,0.513073778,-20.48066546,0.5962,-18.294,-17.9679,-18.3355,-18.2312,-18.5225,-18.7039,0.059156,0.0219646,39.3372
91_84,0,1.404,0.6733,0.9825,-9,0.946119308,0.155613718,-19.26950043,0.7851,-16.2077,-16.5118,-17.3003,-16.9384,-17.6117,-17.9209,0.028544,0.0168265,38.8864
91_85,0,1.6057,0.7453,1.0977,-9,0.989595115,0.030096539,-18.87487491,1.5307,-16.9031,-17.3087,-18.1709,-17.7635,-18.5088,-18.8612,0.112982,0.0217774,46.7805
91_86,0,1.3499,0.6399,0.9415,-8.99844507,0.912137866,0.338728837,-19.08597432,0.7641,-16.01,-16.3079,-17.059,-16.72,-17.3599,-17.6615,0.044306,0.0188301,42.3965
91_89,0,1.155,0.5657,0.8221,-9,0.966909826,0.094162777,-19.08412661,0.6461,-16.0692,-16.2764,-16.9505,-16.6585,-17.2242,-17.4806,0.011615,0.0120107,41.0197
91_90,0,1.7348,0.7791,1.1487,-9,0.709443033,0.108861269,-19.03375272,1.5781,-16.8541,-17.3399,-18.2401,-17.8098,-18.5889,-18.9585,0.262262,0.0393736,58.8425
91_91,0,0.6604,0.3844,0.5852,-8.827797577,0.945540547,0.111827969,-19.14287832,1.1905,-18.0023,-17.9697,-18.4486,-18.2783,-18.6627,-18.8635,0.050778,0.0162554,45.2309
91_92,0,1.6184,0.7455,1.0981,-9,0.936937571,0.095515379,-18.82100967,1.6037,-16.9013,-17.3183,-18.1824,-17.7742,-18.5197,-18.8723,0.185568,0.026175,51.1884
91_93,0,1.4471,0.6959,1.0217,-9,0.984906256,0.097624597,-19.00790074,0.6538,-15.4883,-15.8056,-16.6149,-16.2395,-16.9354,-17.2612,0.020121,0.0150421,38.7191
91_94,0,1.5265,0.7216,1.0616,-9,0.968589544,0.064326174,-18.78963002,0.9901,-16.0238,-16.3841,-17.2206,-16.8287,-17.5503,-17.8903,0.05873,0.0176983,43.4532
91_95,1,0.6321,0.3921,0.6035,-8.940457662,0.963682771,0.222235448,-19.05837241,0.6695,-16.6995,-16.6319,-17.1132,-16.9395,-17.3316,-17.543,0.01312,0.0130415,41.0089
91_96,0,1.8617,0.8182,1.2069,-9,0.731832325,0.232076396,-19.38146786,1.2394,-16.46,-17.0184,-17.9589,-17.5035,-18.3217,-18.7104,0.291898,0.0468511,66.2991
91_97,0,1.2794,0.6213,0.8972,-9,0.97885412,0.337461499,-20.23762899,0.4166,-16.0511,-16.3029,-17.038,-16.7092,-17.3305,-17.6064,0.018805,0.0156072,35.5753
91_98,0,1.467,0.705,1.0368,-9,0.982090712,0.15305699,-19.33658548,0.7533,-16.0909,-16.4162,-17.2338,-16.8529,-17.5579,-17.8897,0.033938,0.0172263,43.291
91_99,0,1.5861,0.7401,1.0903,-9,0.887947202,0.082206092,-18.73506202,1.1997,-16.2699,-16.6636,-17.5197,-17.1159,-17.856,-18.2062,0.106383,0.0208717,52.0711
91_100,0,1.6592,0.7596,1.1191,-9,0.984119594,0.100842589,-18.98413157,1.3171,-16.5748,-17.0131,-17.8915,-17.4744,-18.234,-18.5935,0.107058,0.0264728,47.581
91_102,0,1.513,0.7147,1.0506,-9,0.971191943,0.223813609,-18.94148483,1.174,-16.5336,-16.8899,-17.7198,-17.3319,-18.0466,-18.3825,0.102882,0.0224408,46.6802
91_104,1,1.2866,0.633,0.9187,-9,0.851609588,,-18.88928149,0.539,-15.2712,-15.5161,-16.2605,-15.9248,-16.5578,-16.8435,0.01064,0.01106,35.2794
91_105,1,0.76,0.3617,0.538,-8.973295259,0.850507557,,-19.08293246,0.7056,-16.8267,-16.9144,-17.3864,-17.225,-17.5867,-17.763,0.014013,0.012334,38.7377
91_106,0,1.6063,0.7457,1.0986,-9,0.955023885,0.088107648,-18.99673591,1.2293,-16.545,-16.9507,-17.8132,-17.4056,-18.1513,-18.5042,0.134987,0.0254188,43.426
91_108,0,1.4643,0.7023,1.0316,-9,0.984078109,0.082507492,-19.08906256,0.8183,-16.0339,-16.3596,-17.1753,-16.7959,-17.4982,-17.8275,0.034069,0.0155876,39.8412
91_109,0,1.8627,0.8168,1.2045,-9,0.695944488,0.442858161,-19.38734261,1.2107,-16.406,-16.967,-17.9068,-17.4519,-18.2687,-18.6564,0.260661,0.0464138,57.909
91_111,0,1.3847,0.676,0.9891,-9,0.931829035,0.58669822,-19.10561639,0.6205,-15.5889,-15.8725,-16.6604,-16.2976,-16.9736,-17.2867,0.017044,0.0153275,42.8015
91_112,0,1.3759,0.6739,0.9855,-9,0.992329895,0.205262287,-19.2828387,0.5505,-15.545,-15.8228,-16.6081,-16.247,-16.9209,-17.2325,0.016777,0.01339,37.3657
91_115,0,1.622,0.7511,1.1069,-9,0.961798429,0.108424224,-18.89133734,1.1914,-16.3536,-16.7675,-17.6353,-17.2245,-17.9756,-18.3314,0.125677,0.0242698,49.2296
91_116,0,1.2287,0.5994,0.8856,-8.98878351,0.978866756,0.439400848,-19.01116254,0.6146,-15.6383,-15.8746,-16.579,-16.2676,-16.867,-17.1532,0.021061,0.0182196,38.3577
91_117,0,1.3992,0.6735,0.9816,-9,0.992382348,0.280705941,-19.7940996,0.6698,-16.4122,-16.7117,-17.4998,-17.1379,-17.8114,-18.1195,0.051275,0.0181974,33.7695
91_121,0,1.4158,0.6897,1.0121,-9,0.976248562,0.313949617,-19.20966343,0.6449,-15.7447,-16.0407,-16.8419,-16.4708,-17.1605,-17.4829,0.019411,0.0147781,41.8564
91_122,0,1.491,0.7117,1.0468,-9,0.929445803,0.320949897,-19.16734174,0.7963,-15.9959,-16.3353,-17.1606,-16.7752,-17.4869,-17.822,0.035757,0.0185249,38.3986
91_126,0,1.5029,0.7126,1.0476,-9,0.986421049,0.072271687,-18.91512751,1.0274,-16.2661,-16.6151,-17.4428,-17.0564,-17.769,-18.104,0.059361,0.0177031,41.6642
91_127,0,1.3987,0.6839,1.003,-9,0.948494852,0.150583706,-19.2203466,0.6237,-15.7069,-15.9939,-16.7891,-16.4217,-17.1056,-17.4247,0.016203,0.0134281,33.1086
91_129,0,1.8622,0.8188,1.208,-9,0.725908041,0.150153211,-19.11051588,1.148,-16.0243,-16.5824,-17.5234,-17.0677,-17.8865,-18.2757,0.200632,0.0419288,57.8902
91_131,0,1.6429,0.7535,1.1102,-9,0.979546368,0.152728821,-19.06293984,1.1232,-16.3288,-16.7591,-17.6314,-17.2182,-17.9717,-18.3284,0.10916,0.0283783,49.6266
91_136,0,1.5413,0.728,1.0719,-9,0.972892761,0.152112607,-18.8100631,0.897,-15.8168,-16.1834,-17.0257,-16.6301,-17.3581,-17.702,0.049122,0.0173544,44.2005
91_139,0,1.6587,0.7615,1.1223,-9,0.974095702,0.551247579,-18.753722,1.0732,-15.9147,-16.3505,-17.2297,-16.8119,-17.5734,-17.9342,0.074264,0.0250855,43.643
91_141,0,1.3856,0.6779,0.9925,-9,0.989860117,0.324492369,-19.29047545,0.5297,-15.4545,-15.7364,-16.5259,-16.1622,-16.8401,-17.1547,0.015805,0.0131449,31.2867
91_145,0,1.4867,0.7047,1.0331,-9,0.976499557,0.095175699,-19.46713858,0.8208,-16.3566,-16.6997,-17.5204,-17.1386,-17.8433,-18.1717,0.045243,0.0178791,33.4537
91_146,0,1.6347,0.7549,1.1126,-9,0.959908485,0.314220388,-19.14429666,0.9015,-15.9692,-16.3905,-17.2624,-16.849,-17.6039,-17.9616,0.097296,0.0256676,43.099
91_147,0,1.7557,0.7809,1.1505,-9,0.815401554,0.554588418,-20.46644002,0.6924,-16.453,-16.9558,-17.8602,-17.4278,-18.2087,-18.5783,0.20728,0.0506078,56.8069
91_149,0,1.6216,0.749,1.1035,-9,0.972522557,0.173762815,-18.88616979,1.0713,-16.1083,-16.5241,-17.3908,-16.9809,-17.7299,-18.0844,0.095886,0.0239743,42.3793
91_150,0,1.4343,0.6881,1.0071,-9,0.93073082,0.061662939,-19.26837752,0.8467,-16.3274,-16.6418,-17.4446,-17.0736,-17.7617,-18.0807,0.030884,0.015262,32.7274
91_152,0,1.3871,0.6769,0.9904,-9,0.934967875,0.189571252,-19.81385446,0.3867,-15.2941,-15.5786,-16.3674,-16.0043,-16.6812,-16.9947,0.008859,0.0120603,37.0864
91_154,0,1.3586,0.6624,0.964,-9,0.977584362,0.153536512,-19.23273908,0.6638,-15.9256,-16.2011,-16.9763,-16.6218,-17.2842,-17.5858,0.016926,0.0130243,31.1507
91_157,0,1.4212,0.6825,0.9972,-9,0.966879189,0.167312443,-19.16202425,0.8019,-16.1159,-16.4252,-17.2221,-16.8546,-17.5371,-17.8518,0.042772,0.0182762,38.0575
91_158,0,1.5165,0.7186,1.0569,-9,0.976480186,0.114146794,-19.43768732,0.6551,-15.8044,-16.1588,-16.9922,-16.6023,-17.3209,-17.6592,0.023283,0.017452,36.079
91_159,0,1.4808,0.7062,1.0378,-9,0.986176491,0.167895983,-19.2934585,0.7018,-15.8622,-16.1982,-17.019,-16.6368,-17.343,-17.6746,0.022812,0.0174063,35.4337
91_166,1,1.3023,0.6469,0.9417,-9,0.902160645,,-19.24575266,0.4214,-15.0794,-15.3218,-16.079,-15.7348,-16.3817,-16.6765,0.00541,0.00981297,39.4408
91_167,0,0.9011,0.4313,0.6403,-8.951913557,0.915649951,0.534529297,-20.81205532,0.4721,-17.3773,-17.5123,-18.0516,-17.8471,-18.2784,-18.4874,0.049084,0.0241339,36.683
91_168,0,1.6924,0.7685,1.1325,-9,0.741957068,0.088546495,-18.78342127,1.0639,-15.8477,-16.3063,-17.1946,-16.7716,-17.5401,-17.9041,0.067998,0.0259496,39.2013
91_169,0,0.6091,0.3237,0.4949,-8.921165884,0.980693281,0.35839402,-19.20344091,0.7687,-17.2459,-17.2382,-17.6657,-17.5313,-17.855,-18.0262,0.025928,0.0169263,36.1802
91_170,0,1.4145,0.6859,1.005,-9,0.979908109,0.244301869,-19.19331585,0.4903,-15.1095,-15.4088,-16.2071,-15.8381,-16.524,-16.8431,0.01454,0.015954,28.7248
91_172,0,1.786,0.7978,1.1783,-9,0.674818575,0.267370266,-19.02523521,0.9927,-15.7513,-16.2632,-17.1812,-16.7395,-17.5373,-17.9178,0.1198,0.0350467,47.7752
91_173,0,1.5883,0.7397,1.0896,-9,0.969942093,0.093980068,-18.98967085,0.8923,-15.8772,-16.2732,-17.1296,-16.7258,-17.4655,-17.8154,0.052237,0.0208235,32.0865
91_175,0,1.3356,0.6567,0.9563,-9,0.984398723,0.270324334,-19.92741484,0.421,-15.6838,-15.9451,-16.7132,-16.3627,-17.0194,-17.319,0.01358,0.0125459,32.1931
91_176,0,1.4042,0.6806,0.9955,-9,0.915282071,0.092058084,-19.10156341,0.6619,-15.6938,-15.9895,-16.7833,-16.4174,-17.098,-17.4129,0.019139,0.0148301,32.9177
91_177,0,1.5459,0.7298,1.075,-9,0.992614865,0.171045141,-18.92789742,0.6837,-15.3387,-15.7076,-16.5515,-16.1548,-16.8846,-17.2298,0.023655,0.0165046,39.395
91_178,0,1.5167,0.7209,1.0612,-9,0.999638975,0.2200076,-18.75063843,0.731,-15.358,-15.7104,-16.5447,-16.1538,-16.8747,-17.215,0.027533,0.0155116,38.9138
91_183,0,1.5386,0.7266,1.0699,-9,0.972628534,0.187768899,-18.80685114,0.8089,-15.5874,-15.9531,-16.7943,-16.3994,-17.126,-17.4693,0.042529,0.0187315,37.8084
91_186,0,1.3752,0.6752,0.9885,-9,0.928447366,0.408962363,-19.55661019,0.4231,-15.2515,-15.5271,-16.3134,-15.9515,-16.6267,-16.94,0.012753,0.013894,29.3316
91_189,0,1.4794,0.708,1.0408,-9,0.97881037,0.12721292,-19.38885263,0.5171,-15.3224,-15.6552,-16.4766,-16.0938,-16.8018,-17.1346,0.011941,0.0136018,42.1141
91_190,0,1.3834,0.6771,0.9916,-9,0.828601718,0.18936482,-19.5411352,0.4311,-15.2664,-15.5471,-16.3358,-15.9727,-16.6498,-16.9643,0.010241,0.0118162,35.5065
91_192,0,1.6457,0.7545,1.1123,-9,0.895044267,0.163185723,-18.89092054,0.9827,-15.8602,-16.292,-17.1652,-16.7514,-17.5059,-17.8637,0.076143,0.0263296,40.4122
91_197,0,1.3845,0.6749,0.9862,-9,0.965066016,0.237341716,-19.27219266,0.5169,-15.3683,-15.6529,-16.44,-16.0779,-16.7528,-17.0641,0.016137,0.0154848,35.1472
91_199,0,1.6109,0.7468,1.1,-9,0.960637689,0.06740642,-18.78307529,0.89,-15.639,-16.0474,-16.9113,-16.5031,-17.2499,-17.6031,0.058766,0.0167809,40.728
91_200,0,1.5279,0.7197,1.058,-9,0.986704767,0.151655606,-18.94046403,0.8494,-15.8362,-16.1997,-17.0354,-16.6444,-17.3641,-17.7024,0.044966,0.0183504,35.5985
91_201,0,1.7634,0.7903,1.1652,-9,0.960609972,0.120874753,-18.82183903,0.9656,-15.5474,-16.0466,-16.9575,-16.5205,-17.3108,-17.6857,0.090131,0.031751,43.3921
91_208,0,1.4499,0.6994,1.0275,-9,0.978251934,0.587400048,-18.83380772,0.6166,-15.1989,-15.5148,-16.3267,-15.9494,-16.6488,-16.9769,0.019718,0.0149479,34.6759
91_210,0,1.5473,0.7294,1.0746,-9,0.993603647,0.50370288,-18.89799015,0.7642,-15.5329,-15.9034,-16.7474,-16.3508,-17.0802,-17.4254,0.049108,0.0185676,38.5847
