[Epoch 001] train_loss=0.9533 acc=0.5036 f1=0.4652 | val_loss=0.8252 acc=0.5794 f1=0.5495 | epoch_time=2.10s
[Epoch 002] train_loss=0.8252 acc=0.5613 f1=0.5290 | val_loss=0.7956 acc=0.5794 f1=0.4538 | epoch_time=2.10s
[Epoch 003] train_loss=0.8036 acc=0.5725 f1=0.5364 | val_loss=0.7859 acc=0.5734 f1=0.5495 | epoch_time=2.09s
[Epoch 004] train_loss=0.7919 acc=0.5775 f1=0.5448 | val_loss=0.7887 acc=0.5734 f1=0.5470 | epoch_time=2.12s
[Epoch 005] train_loss=0.7727 acc=0.5922 f1=0.5607 | val_loss=0.7723 acc=0.5834 f1=0.5595 | epoch_time=2.10s
[Epoch 006] train_loss=0.7648 acc=0.5995 f1=0.5710 | val_loss=0.7734 acc=0.5864 f1=0.5643 | epoch_time=2.11s
[Epoch 007] train_loss=0.7537 acc=0.5950 f1=0.5694 | val_loss=0.7677 acc=0.6034 f1=0.5648 | epoch_time=2.10s
[Epoch 008] train_loss=0.7465 acc=0.6017 f1=0.5696 | val_loss=0.7701 acc=0.5814 f1=0.5649 | epoch_time=2.15s
[Epoch 009] train_loss=0.7445 acc=0.6157 f1=0.5909 | val_loss=0.7574 acc=0.6124 f1=0.5846 | epoch_time=2.20s
[Epoch 010] train_loss=0.7416 acc=0.6207 f1=0.5948 | val_loss=0.7527 acc=0.6124 f1=0.5834 | epoch_time=2.68s
[Epoch 011] train_loss=0.7375 acc=0.6187 f1=0.5966 | val_loss=0.7602 acc=0.5974 f1=0.5553 | epoch_time=2.83s
[Epoch 012] train_loss=0.7311 acc=0.6296 f1=0.6023 | val_loss=0.7535 acc=0.6234 f1=0.6029 | epoch_time=2.76s
[Epoch 013] train_loss=0.7285 acc=0.6349 f1=0.6139 | val_loss=0.7656 acc=0.6004 f1=0.5508 | epoch_time=2.73s
[Epoch 014] train_loss=0.7337 acc=0.6277 f1=0.6017 | val_loss=0.7458 acc=0.6294 f1=0.6070 | epoch_time=2.70s
[Epoch 015] train_loss=0.7216 acc=0.6371 f1=0.6158 | val_loss=0.7520 acc=0.6104 f1=0.5748 | epoch_time=2.83s
[Epoch 016] train_loss=0.7127 acc=0.6461 f1=0.6242 | val_loss=0.7517 acc=0.6094 f1=0.5698 | epoch_time=2.71s
[Epoch 017] train_loss=0.7084 acc=0.6429 f1=0.6195 | val_loss=0.7420 acc=0.6244 f1=0.6044 | epoch_time=2.67s
[Epoch 018] train_loss=0.7140 acc=0.6436 f1=0.6251 | val_loss=0.7367 acc=0.6394 f1=0.6172 | epoch_time=2.81s
[Epoch 019] train_loss=0.7093 acc=0.6474 f1=0.6267 | val_loss=0.7381 acc=0.6334 f1=0.6056 | epoch_time=2.75s
[Epoch 020] train_loss=0.7000 acc=0.6546 f1=0.6319 | val_loss=0.7543 acc=0.6254 f1=0.5896 | epoch_time=2.82s
[Epoch 021] train_loss=0.7079 acc=0.6521 f1=0.6312 | val_loss=0.7482 acc=0.6394 f1=0.6008 | epoch_time=2.71s
[Epoch 022] train_loss=0.7000 acc=0.6526 f1=0.6318 | val_loss=0.7399 acc=0.6234 f1=0.5890 | epoch_time=2.71s
[Epoch 023] train_loss=0.6926 acc=0.6586 f1=0.6386 | val_loss=0.7326 acc=0.6354 f1=0.6121 | epoch_time=2.72s
[Epoch 024] train_loss=0.6925 acc=0.6593 f1=0.6378 | val_loss=0.7226 acc=0.6424 f1=0.6238 | epoch_time=2.77s
[Epoch 025] train_loss=0.6850 acc=0.6703 f1=0.6507 | val_loss=0.7184 acc=0.6464 f1=0.6273 | epoch_time=2.72s
[Epoch 026] train_loss=0.6822 acc=0.6726 f1=0.6548 | val_loss=0.7315 acc=0.6194 f1=0.5902 | epoch_time=2.87s
[Epoch 027] train_loss=0.6816 acc=0.6671 f1=0.6483 | val_loss=0.7194 acc=0.6533 f1=0.6384 | epoch_time=2.73s
[Epoch 028] train_loss=0.6789 acc=0.6656 f1=0.6475 | val_loss=0.7219 acc=0.6354 f1=0.6055 | epoch_time=2.77s
[Epoch 029] train_loss=0.6767 acc=0.6751 f1=0.6561 | val_loss=0.7158 acc=0.6454 f1=0.6253 | epoch_time=2.72s
[Epoch 030] train_loss=0.6758 acc=0.6801 f1=0.6622 | val_loss=0.7208 acc=0.6344 f1=0.6027 | epoch_time=2.75s
[Epoch 031] train_loss=0.6734 acc=0.6736 f1=0.6552 | val_loss=0.7206 acc=0.6484 f1=0.6286 | epoch_time=2.22s
[Epoch 032] train_loss=0.6729 acc=0.6776 f1=0.6578 | val_loss=0.7076 acc=0.6623 f1=0.6452 | epoch_time=2.23s
[Epoch 033] train_loss=0.6695 acc=0.6821 f1=0.6654 | val_loss=0.7124 acc=0.6633 f1=0.6470 | epoch_time=2.35s
[Epoch 034] train_loss=0.6731 acc=0.6731 f1=0.6560 | val_loss=0.7106 acc=0.6474 f1=0.6258 | epoch_time=2.25s
[Epoch 035] train_loss=0.6665 acc=0.6806 f1=0.6610 | val_loss=0.7151 acc=0.6474 f1=0.6280 | epoch_time=2.23s
[Epoch 036] train_loss=0.6648 acc=0.6753 f1=0.6558 | val_loss=0.7143 acc=0.6573 f1=0.6385 | epoch_time=2.24s
[Epoch 037] train_loss=0.6626 acc=0.6816 f1=0.6636 | val_loss=0.7119 acc=0.6583 f1=0.6375 | epoch_time=2.22s
[Epoch 038] train_loss=0.6605 acc=0.6831 f1=0.6647 | val_loss=0.7072 acc=0.6673 f1=0.6481 | epoch_time=2.25s
[Epoch 039] train_loss=0.6589 acc=0.6811 f1=0.6625 | val_loss=0.7051 acc=0.6593 f1=0.6406 | epoch_time=2.33s
[Epoch 040] train_loss=0.6641 acc=0.6793 f1=0.6599 | val_loss=0.7143 acc=0.6533 f1=0.6260 | epoch_time=2.23s
[Epoch 041] train_loss=0.6535 acc=0.6858 f1=0.6685 | val_loss=0.7051 acc=0.6543 f1=0.6342 | epoch_time=2.28s
[Epoch 042] train_loss=0.6578 acc=0.6865 f1=0.6686 | val_loss=0.7123 acc=0.6623 f1=0.6461 | epoch_time=2.23s
[Epoch 043] train_loss=0.6581 acc=0.6816 f1=0.6629 | val_loss=0.7070 acc=0.6693 f1=0.6537 | epoch_time=2.24s
[Epoch 044] train_loss=0.6542 acc=0.6831 f1=0.6660 | val_loss=0.7032 acc=0.6593 f1=0.6395 | epoch_time=2.33s
[Epoch 045] train_loss=0.6536 acc=0.6940 f1=0.6753 | val_loss=0.7034 acc=0.6663 f1=0.6475 | epoch_time=2.24s
[Epoch 046] train_loss=0.6528 acc=0.6888 f1=0.6708 | val_loss=0.7039 acc=0.6583 f1=0.6401 | epoch_time=2.29s
[Epoch 047] train_loss=0.6527 acc=0.6843 f1=0.6668 | val_loss=0.7016 acc=0.6673 f1=0.6495 | epoch_time=2.25s
[Epoch 048] train_loss=0.6452 acc=0.6908 f1=0.6726 | val_loss=0.7017 acc=0.6713 f1=0.6531 | epoch_time=2.35s
[Epoch 049] train_loss=0.6492 acc=0.6915 f1=0.6752 | val_loss=0.7016 acc=0.6603 f1=0.6435 | epoch_time=2.26s
[Epoch 050] train_loss=0.6521 acc=0.6890 f1=0.6698 | val_loss=0.7021 acc=0.6723 f1=0.6560 | epoch_time=2.32s
[Epoch 051] train_loss=0.6552 acc=0.6811 f1=0.6640 | val_loss=0.7005 acc=0.6653 f1=0.6459 | epoch_time=2.26s
[Epoch 052] train_loss=0.6484 acc=0.6903 f1=0.6727 | val_loss=0.7012 acc=0.6713 f1=0.6530 | epoch_time=2.29s
[Epoch 053] train_loss=0.6494 acc=0.6920 f1=0.6740 | val_loss=0.7012 acc=0.6613 f1=0.6436 | epoch_time=2.32s
[Epoch 054] train_loss=0.6475 acc=0.6890 f1=0.6731 | val_loss=0.7005 acc=0.6623 f1=0.6443 | epoch_time=2.22s
[Epoch 055] train_loss=0.6446 acc=0.6943 f1=0.6773 | val_loss=0.6972 acc=0.6693 f1=0.6506 | epoch_time=2.24s
[Epoch 056] train_loss=0.6553 acc=0.6823 f1=0.6640 | val_loss=0.7017 acc=0.6703 f1=0.6531 | epoch_time=2.29s
[Epoch 057] train_loss=0.6471 acc=0.6890 f1=0.6706 | val_loss=0.7013 acc=0.6623 f1=0.6431 | epoch_time=2.24s
[Epoch 058] train_loss=0.6484 acc=0.6928 f1=0.6761 | val_loss=0.7032 acc=0.6683 f1=0.6503 | epoch_time=2.24s
[Epoch 059] train_loss=0.6509 acc=0.6895 f1=0.6718 | val_loss=0.7014 acc=0.6683 f1=0.6495 | epoch_time=2.24s
[Epoch 060] train_loss=0.6479 acc=0.6930 f1=0.6752 | val_loss=0.7027 acc=0.6693 f1=0.6535 | epoch_time=2.23s
[Epoch 061] train_loss=0.6457 acc=0.6913 f1=0.6747 | val_loss=0.7011 acc=0.6683 f1=0.6510 | epoch_time=2.23s
[Epoch 062] train_loss=0.6465 acc=0.6925 f1=0.6759 | val_loss=0.7018 acc=0.6683 f1=0.6501 | epoch_time=2.24s
[Epoch 063] train_loss=0.6446 acc=0.6893 f1=0.6717 | val_loss=0.7004 acc=0.6653 f1=0.6489 | epoch_time=2.23s
[Epoch 064] train_loss=0.6488 acc=0.6918 f1=0.6754 | val_loss=0.7007 acc=0.6643 f1=0.6480 | epoch_time=2.25s
[Epoch 065] train_loss=0.6422 acc=0.6895 f1=0.6725 | val_loss=0.7007 acc=0.6683 f1=0.6513 | epoch_time=2.23s
[Epoch 066] train_loss=0.6417 acc=0.6973 f1=0.6815 | val_loss=0.7013 acc=0.6663 f1=0.6485 | epoch_time=2.23s
[Epoch 067] train_loss=0.6393 acc=0.7015 f1=0.6847 | val_loss=0.7004 acc=0.6633 f1=0.6457 | epoch_time=2.25s
[Epoch 068] train_loss=0.6453 acc=0.6898 f1=0.6724 | val_loss=0.7008 acc=0.6683 f1=0.6510 | epoch_time=2.23s
[Epoch 069] train_loss=0.6371 acc=0.7023 f1=0.6853 | val_loss=0.7008 acc=0.6683 f1=0.6511 | epoch_time=2.25s
[Epoch 070] train_loss=0.6423 acc=0.7020 f1=0.6854 | val_loss=0.7005 acc=0.6673 f1=0.6502 | epoch_time=2.24s
Early stopping at epoch 70 (best epoch=55)
Total training time: 167.13s
