[Epoch 001] train_loss=0.9555 acc=0.5092 f1=0.4666 | val_loss=0.8099 acc=0.5699 f1=0.4508 | epoch_time=2.03s
[Epoch 002] train_loss=0.8295 acc=0.5627 f1=0.5297 | val_loss=0.7806 acc=0.5918 f1=0.5479 | epoch_time=1.94s
[Epoch 003] train_loss=0.8021 acc=0.5699 f1=0.5393 | val_loss=0.7613 acc=0.6008 f1=0.5665 | epoch_time=1.99s
[Epoch 004] train_loss=0.7832 acc=0.5764 f1=0.5437 | val_loss=0.7718 acc=0.5878 f1=0.5622 | epoch_time=2.02s
[Epoch 005] train_loss=0.7744 acc=0.5884 f1=0.5567 | val_loss=0.7547 acc=0.5798 f1=0.5485 | epoch_time=2.04s
[Epoch 006] train_loss=0.7633 acc=0.5939 f1=0.5645 | val_loss=0.7488 acc=0.5998 f1=0.5528 | epoch_time=2.10s
[Epoch 007] train_loss=0.7675 acc=0.5944 f1=0.5621 | val_loss=0.7511 acc=0.6038 f1=0.5823 | epoch_time=2.05s
[Epoch 008] train_loss=0.7604 acc=0.5914 f1=0.5619 | val_loss=0.7500 acc=0.5988 f1=0.5482 | epoch_time=2.00s
[Epoch 009] train_loss=0.7528 acc=0.6038 f1=0.5755 | val_loss=0.7401 acc=0.5968 f1=0.5221 | epoch_time=2.02s
[Epoch 010] train_loss=0.7636 acc=0.6043 f1=0.5768 | val_loss=0.7532 acc=0.6178 f1=0.5944 | epoch_time=2.10s
[Epoch 011] train_loss=0.7561 acc=0.6026 f1=0.5731 | val_loss=0.7282 acc=0.6108 f1=0.5698 | epoch_time=2.07s
[Epoch 012] train_loss=0.7414 acc=0.6171 f1=0.5912 | val_loss=0.7265 acc=0.6218 f1=0.5900 | epoch_time=2.15s
[Epoch 013] train_loss=0.7379 acc=0.6176 f1=0.5906 | val_loss=0.7127 acc=0.6397 f1=0.6119 | epoch_time=2.07s
