[Epoch 001] train_loss=0.9252 acc=0.5306 f1=0.4882 | val_loss=0.8410 acc=0.5375 f1=0.5022 | epoch_time=2.47s
[Epoch 002] train_loss=0.8232 acc=0.5698 f1=0.5353 | val_loss=0.7976 acc=0.5684 f1=0.5262 | epoch_time=2.28s
[Epoch 003] train_loss=0.7940 acc=0.5772 f1=0.5443 | val_loss=0.7955 acc=0.5504 f1=0.5331 | epoch_time=2.34s
[Epoch 004] train_loss=0.7797 acc=0.5950 f1=0.5680 | val_loss=0.7660 acc=0.5824 f1=0.5522 | epoch_time=2.32s
[Epoch 005] train_loss=0.7741 acc=0.5855 f1=0.5552 | val_loss=0.7636 acc=0.5984 f1=0.5622 | epoch_time=2.32s
[Epoch 006] train_loss=0.7652 acc=0.6077 f1=0.5828 | val_loss=0.7528 acc=0.5974 f1=0.5543 | epoch_time=2.28s
[Epoch 007] train_loss=0.7582 acc=0.6107 f1=0.5850 | val_loss=0.7535 acc=0.5984 f1=0.5709 | epoch_time=2.26s
[Epoch 008] train_loss=0.7592 acc=0.6024 f1=0.5739 | val_loss=0.7673 acc=0.6074 f1=0.5978 | epoch_time=2.37s
[Epoch 009] train_loss=0.7494 acc=0.6019 f1=0.5764 | val_loss=0.7456 acc=0.6084 f1=0.5854 | epoch_time=2.28s
[Epoch 010] train_loss=0.7403 acc=0.6094 f1=0.5820 | val_loss=0.7324 acc=0.6264 f1=0.6018 | epoch_time=2.37s
[Epoch 011] train_loss=0.7478 acc=0.6087 f1=0.5795 | val_loss=0.7475 acc=0.6054 f1=0.5679 | epoch_time=2.26s
[Epoch 012] train_loss=0.7487 acc=0.6134 f1=0.5854 | val_loss=0.7253 acc=0.6274 f1=0.6083 | epoch_time=2.39s
[Epoch 013] train_loss=0.7325 acc=0.6187 f1=0.5981 | val_loss=0.7319 acc=0.6224 f1=0.6023 | epoch_time=2.28s
[Epoch 014] train_loss=0.7281 acc=0.6274 f1=0.6050 | val_loss=0.7123 acc=0.6334 f1=0.6073 | epoch_time=2.31s
[Epoch 015] train_loss=0.7189 acc=0.6366 f1=0.6124 | val_loss=0.7238 acc=0.6434 f1=0.6311 | epoch_time=2.35s
[Epoch 016] train_loss=0.7241 acc=0.6279 f1=0.6066 | val_loss=0.7211 acc=0.6294 f1=0.6075 | epoch_time=2.28s
[Epoch 017] train_loss=0.7151 acc=0.6461 f1=0.6261 | val_loss=0.7075 acc=0.6703 f1=0.6487 | epoch_time=2.33s
[Epoch 018] train_loss=0.7148 acc=0.6289 f1=0.6035 | val_loss=0.7084 acc=0.6593 f1=0.6450 | epoch_time=2.27s
[Epoch 019] train_loss=0.7132 acc=0.6426 f1=0.6212 | val_loss=0.6982 acc=0.6713 f1=0.6536 | epoch_time=2.39s
[Epoch 020] train_loss=0.7079 acc=0.6366 f1=0.6126 | val_loss=0.7375 acc=0.6144 f1=0.6020 | epoch_time=2.25s
[Epoch 021] train_loss=0.7104 acc=0.6369 f1=0.6167 | val_loss=0.7040 acc=0.6304 f1=0.6034 | epoch_time=2.31s
[Epoch 022] train_loss=0.7050 acc=0.6441 f1=0.6208 | val_loss=0.7058 acc=0.6474 f1=0.6336 | epoch_time=2.27s
[Epoch 023] train_loss=0.7061 acc=0.6509 f1=0.6324 | val_loss=0.7059 acc=0.6484 f1=0.6280 | epoch_time=2.28s
[Epoch 024] train_loss=0.6863 acc=0.6651 f1=0.6438 | val_loss=0.6853 acc=0.6873 f1=0.6688 | epoch_time=2.29s
[Epoch 025] train_loss=0.6846 acc=0.6561 f1=0.6377 | val_loss=0.6940 acc=0.6723 f1=0.6617 | epoch_time=2.37s
[Epoch 026] train_loss=0.6866 acc=0.6531 f1=0.6292 | val_loss=0.6866 acc=0.6753 f1=0.6583 | epoch_time=2.28s
