[Epoch 001] train_loss=0.9280 acc=0.5227 f1=0.4840 | val_loss=0.8322 acc=0.5509 f1=0.4719 | epoch_time=2.13s
[Epoch 002] train_loss=0.8148 acc=0.5756 f1=0.5441 | val_loss=0.7922 acc=0.5938 f1=0.5698 | epoch_time=2.09s
[Epoch 003] train_loss=0.7898 acc=0.5946 f1=0.5666 | val_loss=0.7941 acc=0.5918 f1=0.5551 | epoch_time=2.08s
[Epoch 004] train_loss=0.7869 acc=0.5851 f1=0.5564 | val_loss=0.7705 acc=0.5908 f1=0.5548 | epoch_time=2.09s
[Epoch 005] train_loss=0.7686 acc=0.5934 f1=0.5608 | val_loss=0.7546 acc=0.6088 f1=0.5776 | epoch_time=2.05s
[Epoch 006] train_loss=0.7591 acc=0.6041 f1=0.5753 | val_loss=0.7554 acc=0.6018 f1=0.5757 | epoch_time=2.04s
[Epoch 007] train_loss=0.7537 acc=0.6013 f1=0.5726 | val_loss=0.7516 acc=0.5988 f1=0.5821 | epoch_time=2.06s
[Epoch 008] train_loss=0.7559 acc=0.6116 f1=0.5862 | val_loss=0.7574 acc=0.6287 f1=0.5679 | epoch_time=2.10s
[Epoch 009] train_loss=0.7459 acc=0.6136 f1=0.5864 | val_loss=0.7602 acc=0.6058 f1=0.5435 | epoch_time=2.06s
[Epoch 010] train_loss=0.7416 acc=0.6036 f1=0.5754 | val_loss=0.7542 acc=0.6028 f1=0.5748 | epoch_time=2.05s
[Epoch 011] train_loss=0.7407 acc=0.6138 f1=0.5868 | val_loss=0.7379 acc=0.5918 f1=0.5624 | epoch_time=2.07s
[Epoch 012] train_loss=0.7314 acc=0.6191 f1=0.5942 | val_loss=0.7370 acc=0.6427 f1=0.6220 | epoch_time=2.07s
[Epoch 013] train_loss=0.7335 acc=0.6226 f1=0.5949 | val_loss=0.7481 acc=0.6108 f1=0.5583 | epoch_time=2.05s
[Epoch 014] train_loss=0.7259 acc=0.6306 f1=0.6067 | val_loss=0.7371 acc=0.6277 f1=0.5813 | epoch_time=2.14s
[Epoch 015] train_loss=0.7261 acc=0.6308 f1=0.6050 | val_loss=0.7336 acc=0.6238 f1=0.5889 | epoch_time=2.10s
[Epoch 016] train_loss=0.7241 acc=0.6420 f1=0.6166 | val_loss=0.7334 acc=0.6467 f1=0.6103 | epoch_time=2.07s
[Epoch 017] train_loss=0.7168 acc=0.6408 f1=0.6184 | val_loss=0.7200 acc=0.6527 f1=0.6387 | epoch_time=2.08s
[Epoch 018] train_loss=0.7134 acc=0.6428 f1=0.6215 | val_loss=0.7251 acc=0.6267 f1=0.6063 | epoch_time=2.07s
[Epoch 019] train_loss=0.7096 acc=0.6443 f1=0.6216 | val_loss=0.7139 acc=0.6457 f1=0.6242 | epoch_time=2.10s
[Epoch 020] train_loss=0.7063 acc=0.6400 f1=0.6168 | val_loss=0.7199 acc=0.6208 f1=0.5964 | epoch_time=2.06s
[Epoch 021] train_loss=0.7036 acc=0.6468 f1=0.6249 | val_loss=0.7171 acc=0.6467 f1=0.6296 | epoch_time=2.08s
[Epoch 022] train_loss=0.7008 acc=0.6468 f1=0.6234 | val_loss=0.7091 acc=0.6517 f1=0.6289 | epoch_time=2.09s
