[Fold 5][Epoch 001] train_loss=0.9443 acc=0.4939 f1=0.4844 | val_loss=0.8357 acc=0.5634 f1=0.4432 | epoch_time=6.47s
[Fold 5][Epoch 002] train_loss=0.8047 acc=0.5730 f1=0.5394 | val_loss=0.8004 acc=0.5534 f1=0.4741 | epoch_time=6.55s
[Fold 5][Epoch 003] train_loss=0.7802 acc=0.5860 f1=0.5562 | val_loss=0.7890 acc=0.5754 f1=0.5417 | epoch_time=6.51s
[Fold 5][Epoch 004] train_loss=0.7613 acc=0.6017 f1=0.5749 | val_loss=0.7575 acc=0.6234 f1=0.6027 | epoch_time=6.46s
[Fold 5][Epoch 005] train_loss=0.7473 acc=0.6219 f1=0.5985 | val_loss=0.7476 acc=0.6474 f1=0.6270 | epoch_time=6.44s
[Fold 5][Epoch 006] train_loss=0.7430 acc=0.6264 f1=0.6035 | val_loss=0.7438 acc=0.6324 f1=0.5962 | epoch_time=6.49s
[Fold 5][Epoch 007] train_loss=0.7395 acc=0.6259 f1=0.6018 | val_loss=0.7440 acc=0.6384 f1=0.6021 | epoch_time=6.48s
[Fold 5][Epoch 008] train_loss=0.7311 acc=0.6259 f1=0.6016 | val_loss=0.7311 acc=0.6354 f1=0.6134 | epoch_time=6.43s
[Fold 5][Epoch 009] train_loss=0.7191 acc=0.6444 f1=0.6200 | val_loss=0.7191 acc=0.6653 f1=0.6475 | epoch_time=6.48s
[Fold 5][Epoch 010] train_loss=0.7144 acc=0.6376 f1=0.6138 | val_loss=0.7155 acc=0.6474 f1=0.6139 | epoch_time=6.47s
[Fold 5][Epoch 011] train_loss=0.7183 acc=0.6341 f1=0.6092 | val_loss=0.7067 acc=0.6653 f1=0.6349 | epoch_time=6.45s
[Fold 5][Epoch 012] train_loss=0.7067 acc=0.6521 f1=0.6308 | val_loss=0.7003 acc=0.6723 f1=0.6452 | epoch_time=6.43s
[Fold 5][Epoch 013] train_loss=0.6982 acc=0.6536 f1=0.6294 | val_loss=0.6997 acc=0.6693 f1=0.6523 | epoch_time=6.45s
[Fold 5][Epoch 014] train_loss=0.7022 acc=0.6511 f1=0.6305 | val_loss=0.6966 acc=0.6733 f1=0.6522 | epoch_time=6.49s
[Fold 5][Epoch 015] train_loss=0.6968 acc=0.6598 f1=0.6379 | val_loss=0.6867 acc=0.6713 f1=0.6401 | epoch_time=6.48s
[Fold 5][Epoch 016] train_loss=0.6930 acc=0.6541 f1=0.6303 | val_loss=0.6841 acc=0.6903 f1=0.6813 | epoch_time=6.44s
[Fold 5][Epoch 017] train_loss=0.6886 acc=0.6608 f1=0.6405 | val_loss=0.6809 acc=0.6923 f1=0.6734 | epoch_time=6.45s
[Fold 5][Epoch 018] train_loss=0.6818 acc=0.6631 f1=0.6408 | val_loss=0.6852 acc=0.6873 f1=0.6725 | epoch_time=6.44s
[Fold 5][Epoch 019] train_loss=0.6786 acc=0.6696 f1=0.6487 | val_loss=0.6721 acc=0.6903 f1=0.6733 | epoch_time=6.45s
[Fold 5][Epoch 020] train_loss=0.6969 acc=0.6601 f1=0.6383 | val_loss=0.6896 acc=0.6723 f1=0.6527 | epoch_time=6.44s
[Fold 5][Epoch 021] train_loss=0.6826 acc=0.6701 f1=0.6514 | val_loss=0.6993 acc=0.6723 f1=0.6571 | epoch_time=6.40s
[Fold 5][Epoch 022] train_loss=0.6834 acc=0.6686 f1=0.6528 | val_loss=0.6667 acc=0.7053 f1=0.6922 | epoch_time=6.47s
[Fold 5][Epoch 023] train_loss=0.6759 acc=0.6636 f1=0.6422 | val_loss=0.6764 acc=0.6773 f1=0.6599 | epoch_time=6.49s
[Fold 5][Epoch 024] train_loss=0.6664 acc=0.6781 f1=0.6595 | val_loss=0.6656 acc=0.6913 f1=0.6761 | epoch_time=6.44s
[Fold 5][Epoch 025] train_loss=0.6669 acc=0.6761 f1=0.6551 | val_loss=0.6652 acc=0.6943 f1=0.6821 | epoch_time=6.45s
[Fold 5][Epoch 026] train_loss=0.6579 acc=0.6860 f1=0.6682 | val_loss=0.6578 acc=0.6883 f1=0.6640 | epoch_time=6.43s
[Fold 5][Epoch 027] train_loss=0.6537 acc=0.6875 f1=0.6701 | val_loss=0.6542 acc=0.7113 f1=0.6972 | epoch_time=6.49s
[Fold 5][Epoch 028] train_loss=0.6518 acc=0.6903 f1=0.6735 | val_loss=0.6481 acc=0.7063 f1=0.6936 | epoch_time=6.47s
[Fold 5][Epoch 029] train_loss=0.6458 acc=0.6960 f1=0.6809 | val_loss=0.6552 acc=0.6833 f1=0.6673 | epoch_time=6.47s
[Fold 5][Epoch 030] train_loss=0.6435 acc=0.6933 f1=0.6750 | val_loss=0.6458 acc=0.7013 f1=0.6937 | epoch_time=6.48s
[Fold 5][Epoch 031] train_loss=0.6484 acc=0.6868 f1=0.6701 | val_loss=0.6816 acc=0.6603 f1=0.6411 | epoch_time=6.45s
