[Epoch 001] train_loss=0.9555 acc=0.5303 f1=0.5052 | val_loss=0.9745 acc=0.5045 f1=0.4779 | epoch_time=0.02s
[Epoch 002] train_loss=0.9132 acc=0.5338 f1=0.5038 | val_loss=0.9356 acc=0.5185 f1=0.4896 | epoch_time=0.02s
[Epoch 003] train_loss=0.8920 acc=0.5426 f1=0.4991 | val_loss=0.9172 acc=0.5225 f1=0.4728 | epoch_time=0.02s
[Epoch 004] train_loss=0.8802 acc=0.5650 f1=0.5335 | val_loss=0.9063 acc=0.5455 f1=0.5104 | epoch_time=0.02s
[Epoch 005] train_loss=0.8703 acc=0.5488 f1=0.5146 | val_loss=0.8937 acc=0.5425 f1=0.5065 | epoch_time=0.02s
[Epoch 006] train_loss=0.8641 acc=0.5503 f1=0.5152 | val_loss=0.8874 acc=0.5415 f1=0.5039 | epoch_time=0.02s
[Epoch 007] train_loss=0.8604 acc=0.5510 f1=0.5168 | val_loss=0.8826 acc=0.5435 f1=0.5066 | epoch_time=0.02s
[Epoch 008] train_loss=0.8558 acc=0.5708 f1=0.5396 | val_loss=0.8801 acc=0.5475 f1=0.5100 | epoch_time=0.02s
[Epoch 009] train_loss=0.8541 acc=0.5540 f1=0.5212 | val_loss=0.8765 acc=0.5524 f1=0.5177 | epoch_time=0.02s
[Epoch 010] train_loss=0.8520 acc=0.5543 f1=0.5212 | val_loss=0.8734 acc=0.5495 f1=0.5146 | epoch_time=0.02s
[Epoch 011] train_loss=0.8479 acc=0.5700 f1=0.5375 | val_loss=0.8723 acc=0.5495 f1=0.5093 | epoch_time=0.02s
[Epoch 012] train_loss=0.8463 acc=0.5713 f1=0.5398 | val_loss=0.8693 acc=0.5594 f1=0.5248 | epoch_time=0.02s
[Epoch 013] train_loss=0.8448 acc=0.5683 f1=0.5356 | val_loss=0.8675 acc=0.5614 f1=0.5266 | epoch_time=0.02s
[Epoch 014] train_loss=0.8443 acc=0.5613 f1=0.5281 | val_loss=0.8665 acc=0.5564 f1=0.5209 | epoch_time=0.02s
[Epoch 015] train_loss=0.8417 acc=0.5812 f1=0.5531 | val_loss=0.8658 acc=0.5634 f1=0.5290 | epoch_time=0.02s
[Epoch 016] train_loss=0.8417 acc=0.5890 f1=0.5613 | val_loss=0.8669 acc=0.5814 f1=0.5524 | epoch_time=0.02s
[Epoch 017] train_loss=0.8401 acc=0.5740 f1=0.5452 | val_loss=0.8630 acc=0.5684 f1=0.5379 | epoch_time=0.02s
[Epoch 018] train_loss=0.8390 acc=0.5775 f1=0.5474 | val_loss=0.8626 acc=0.5634 f1=0.5289 | epoch_time=0.02s
[Epoch 019] train_loss=0.8388 acc=0.5673 f1=0.5358 | val_loss=0.8609 acc=0.5644 f1=0.5314 | epoch_time=0.02s
[Epoch 020] train_loss=0.8372 acc=0.5805 f1=0.5514 | val_loss=0.8606 acc=0.5694 f1=0.5376 | epoch_time=0.02s
[Epoch 021] train_loss=0.8374 acc=0.5885 f1=0.5612 | val_loss=0.8619 acc=0.5764 f1=0.5465 | epoch_time=0.02s
[Epoch 022] train_loss=0.8362 acc=0.5745 f1=0.5441 | val_loss=0.8591 acc=0.5674 f1=0.5350 | epoch_time=0.02s
[Epoch 023] train_loss=0.8368 acc=0.5665 f1=0.5346 | val_loss=0.8584 acc=0.5664 f1=0.5326 | epoch_time=0.02s
[Epoch 024] train_loss=0.8369 acc=0.5907 f1=0.5622 | val_loss=0.8625 acc=0.5784 f1=0.5475 | epoch_time=0.02s
[Epoch 025] train_loss=0.8348 acc=0.5795 f1=0.5512 | val_loss=0.8572 acc=0.5754 f1=0.5458 | epoch_time=0.02s
[Epoch 026] train_loss=0.8345 acc=0.5780 f1=0.5493 | val_loss=0.8569 acc=0.5714 f1=0.5404 | epoch_time=0.02s
[Epoch 027] train_loss=0.8344 acc=0.5880 f1=0.5610 | val_loss=0.8592 acc=0.5834 f1=0.5549 | epoch_time=0.02s
[Epoch 028] train_loss=0.8334 acc=0.5880 f1=0.5612 | val_loss=0.8584 acc=0.5804 f1=0.5522 | epoch_time=0.02s
