[Epoch 001] train_loss=0.9619 acc=0.5129 f1=0.4873 | val_loss=0.9478 acc=0.5395 f1=0.5160 | epoch_time=0.02s
[Epoch 002] train_loss=0.9228 acc=0.5371 f1=0.5109 | val_loss=0.9059 acc=0.5674 f1=0.5413 | epoch_time=0.02s
[Epoch 003] train_loss=0.9002 acc=0.5373 f1=0.5009 | val_loss=0.8834 acc=0.5405 f1=0.4967 | epoch_time=0.02s
[Epoch 004] train_loss=0.8873 acc=0.5413 f1=0.5047 | val_loss=0.8704 acc=0.5475 f1=0.5057 | epoch_time=0.02s
[Epoch 005] train_loss=0.8789 acc=0.5433 f1=0.5071 | val_loss=0.8631 acc=0.5564 f1=0.5171 | epoch_time=0.02s
[Epoch 006] train_loss=0.8726 acc=0.5593 f1=0.5270 | val_loss=0.8541 acc=0.5654 f1=0.5274 | epoch_time=0.02s
[Epoch 007] train_loss=0.8690 acc=0.5483 f1=0.5119 | val_loss=0.8550 acc=0.5624 f1=0.5235 | epoch_time=0.02s
[Epoch 008] train_loss=0.8636 acc=0.5550 f1=0.5185 | val_loss=0.8463 acc=0.5604 f1=0.5183 | epoch_time=0.02s
[Epoch 009] train_loss=0.8608 acc=0.5488 f1=0.5141 | val_loss=0.8457 acc=0.5564 f1=0.5185 | epoch_time=0.02s
[Epoch 010] train_loss=0.8580 acc=0.5555 f1=0.5212 | val_loss=0.8421 acc=0.5654 f1=0.5282 | epoch_time=0.02s
[Epoch 011] train_loss=0.8559 acc=0.5530 f1=0.5159 | val_loss=0.8404 acc=0.5644 f1=0.5243 | epoch_time=0.02s
[Epoch 012] train_loss=0.8548 acc=0.5538 f1=0.5191 | val_loss=0.8411 acc=0.5554 f1=0.5183 | epoch_time=0.02s
[Epoch 013] train_loss=0.8534 acc=0.5528 f1=0.5181 | val_loss=0.8402 acc=0.5574 f1=0.5207 | epoch_time=0.02s
[Epoch 014] train_loss=0.8508 acc=0.5695 f1=0.5393 | val_loss=0.8347 acc=0.5744 f1=0.5410 | epoch_time=0.02s
[Epoch 015] train_loss=0.8499 acc=0.5737 f1=0.5439 | val_loss=0.8332 acc=0.5814 f1=0.5480 | epoch_time=0.02s
[Epoch 016] train_loss=0.8486 acc=0.5713 f1=0.5406 | val_loss=0.8327 acc=0.5804 f1=0.5459 | epoch_time=0.02s
[Epoch 017] train_loss=0.8475 acc=0.5780 f1=0.5487 | val_loss=0.8320 acc=0.5884 f1=0.5555 | epoch_time=0.02s
[Epoch 018] train_loss=0.8462 acc=0.5735 f1=0.5432 | val_loss=0.8313 acc=0.5784 f1=0.5447 | epoch_time=0.02s
[Epoch 019] train_loss=0.8462 acc=0.5800 f1=0.5516 | val_loss=0.8310 acc=0.5874 f1=0.5556 | epoch_time=0.02s
[Epoch 020] train_loss=0.8450 acc=0.5688 f1=0.5379 | val_loss=0.8315 acc=0.5714 f1=0.5361 | epoch_time=0.02s
[Epoch 021] train_loss=0.8448 acc=0.5890 f1=0.5622 | val_loss=0.8291 acc=0.6014 f1=0.5727 | epoch_time=0.02s
[Epoch 022] train_loss=0.8437 acc=0.5760 f1=0.5479 | val_loss=0.8304 acc=0.5824 f1=0.5496 | epoch_time=0.02s
[Epoch 023] train_loss=0.8432 acc=0.5693 f1=0.5396 | val_loss=0.8310 acc=0.5684 f1=0.5336 | epoch_time=0.02s
[Epoch 024] train_loss=0.8432 acc=0.5895 f1=0.5633 | val_loss=0.8279 acc=0.6024 f1=0.5743 | epoch_time=0.02s
[Epoch 025] train_loss=0.8425 acc=0.5660 f1=0.5348 | val_loss=0.8315 acc=0.5684 f1=0.5333 | epoch_time=0.02s
[Epoch 026] train_loss=0.8417 acc=0.5885 f1=0.5625 | val_loss=0.8268 acc=0.6014 f1=0.5731 | epoch_time=0.02s
