[Epoch 001] train_loss=0.9877 acc=0.4874 f1=0.4736 | val_loss=0.9131 acc=0.5017 f1=0.4164 | epoch_time=3.36s
[Epoch 002] train_loss=0.8975 acc=0.5317 f1=0.5203 | val_loss=0.8645 acc=0.5559 f1=0.5482 | epoch_time=3.35s
[Epoch 003] train_loss=0.8694 acc=0.5453 f1=0.5309 | val_loss=0.8447 acc=0.5559 f1=0.5398 | epoch_time=3.35s
[Epoch 004] train_loss=0.8637 acc=0.5428 f1=0.5263 | val_loss=0.8371 acc=0.5581 f1=0.5267 | epoch_time=3.35s
[Epoch 005] train_loss=0.8532 acc=0.5553 f1=0.5461 | val_loss=0.8382 acc=0.5404 f1=0.5208 | epoch_time=3.36s
[Epoch 006] train_loss=0.8396 acc=0.5608 f1=0.5484 | val_loss=0.8143 acc=0.5681 f1=0.5647 | epoch_time=3.35s
[Epoch 007] train_loss=0.8335 acc=0.5683 f1=0.5614 | val_loss=0.8156 acc=0.5891 f1=0.5692 | epoch_time=3.35s
[Epoch 008] train_loss=0.8309 acc=0.5713 f1=0.5599 | val_loss=0.8034 acc=0.5814 f1=0.5638 | epoch_time=3.36s
[Epoch 009] train_loss=0.8265 acc=0.5639 f1=0.5552 | val_loss=0.8143 acc=0.5570 f1=0.5197 | epoch_time=3.33s
[Epoch 010] train_loss=0.8321 acc=0.5597 f1=0.5464 | val_loss=0.8026 acc=0.5936 f1=0.5928 | epoch_time=3.35s
[Epoch 011] train_loss=0.8181 acc=0.5766 f1=0.5692 | val_loss=0.7979 acc=0.5903 f1=0.5737 | epoch_time=3.36s
[Epoch 012] train_loss=0.8156 acc=0.5885 f1=0.5825 | val_loss=0.7946 acc=0.5925 f1=0.5890 | epoch_time=3.42s
[Epoch 013] train_loss=0.8175 acc=0.5802 f1=0.5705 | val_loss=0.7890 acc=0.5847 f1=0.5494 | epoch_time=3.34s
[Epoch 014] train_loss=0.8156 acc=0.5844 f1=0.5755 | val_loss=0.7893 acc=0.6102 f1=0.5970 | epoch_time=3.36s
[Epoch 015] train_loss=0.8035 acc=0.5999 f1=0.5903 | val_loss=0.7891 acc=0.5836 f1=0.5643 | epoch_time=3.35s
[Epoch 016] train_loss=0.8138 acc=0.5824 f1=0.5735 | val_loss=0.7881 acc=0.5991 f1=0.5867 | epoch_time=3.35s
[Epoch 017] train_loss=0.7950 acc=0.5999 f1=0.5954 | val_loss=0.7839 acc=0.6069 f1=0.6007 | epoch_time=3.36s
[Epoch 018] train_loss=0.7990 acc=0.6010 f1=0.5966 | val_loss=0.7689 acc=0.6202 f1=0.6139 | epoch_time=3.36s
[Epoch 019] train_loss=0.7925 acc=0.6021 f1=0.5924 | val_loss=0.7801 acc=0.6002 f1=0.5836 | epoch_time=3.35s
[Epoch 020] train_loss=0.7996 acc=0.5919 f1=0.5857 | val_loss=0.7823 acc=0.6047 f1=0.5993 | epoch_time=3.34s
[Epoch 021] train_loss=0.7910 acc=0.6068 f1=0.6017 | val_loss=0.7770 acc=0.6279 f1=0.6183 | epoch_time=3.34s
[Epoch 022] train_loss=0.7878 acc=0.6057 f1=0.5949 | val_loss=0.7622 acc=0.6235 f1=0.6181 | epoch_time=3.35s
[Epoch 023] train_loss=0.7827 acc=0.6076 f1=0.5992 | val_loss=0.7601 acc=0.6257 f1=0.6198 | epoch_time=3.36s
[Epoch 024] train_loss=0.7807 acc=0.6082 f1=0.6029 | val_loss=0.7742 acc=0.6013 f1=0.5879 | epoch_time=3.35s
[Epoch 025] train_loss=0.7863 acc=0.6068 f1=0.5999 | val_loss=0.7656 acc=0.6135 f1=0.6105 | epoch_time=3.35s
[Epoch 026] train_loss=0.7780 acc=0.6143 f1=0.6108 | val_loss=0.7802 acc=0.6113 f1=0.6026 | epoch_time=3.35s
[Epoch 027] train_loss=0.7760 acc=0.6287 f1=0.6218 | val_loss=0.7638 acc=0.6179 f1=0.6161 | epoch_time=3.35s
[Epoch 028] train_loss=0.7619 acc=0.6276 f1=0.6205 | val_loss=0.7591 acc=0.6246 f1=0.6231 | epoch_time=3.37s
[Epoch 029] train_loss=0.7632 acc=0.6273 f1=0.6219 | val_loss=0.7490 acc=0.6290 f1=0.6249 | epoch_time=3.34s
[Epoch 030] train_loss=0.7568 acc=0.6254 f1=0.6210 | val_loss=0.7550 acc=0.6179 f1=0.6104 | epoch_time=3.35s
[Epoch 031] train_loss=0.7629 acc=0.6331 f1=0.6284 | val_loss=0.7510 acc=0.6489 f1=0.6426 | epoch_time=3.36s
[Epoch 032] train_loss=0.7512 acc=0.6351 f1=0.6293 | val_loss=0.7538 acc=0.6423 f1=0.6377 | epoch_time=3.35s
[Epoch 033] train_loss=0.7573 acc=0.6212 f1=0.6154 | val_loss=0.7509 acc=0.6334 f1=0.6243 | epoch_time=3.34s
[Epoch 034] train_loss=0.7566 acc=0.6282 f1=0.6176 | val_loss=0.7445 acc=0.6257 f1=0.6206 | epoch_time=3.36s
[Epoch 035] train_loss=0.7477 acc=0.6356 f1=0.6317 | val_loss=0.7427 acc=0.6423 f1=0.6362 | epoch_time=3.35s
[Epoch 036] train_loss=0.7482 acc=0.6334 f1=0.6283 | val_loss=0.7426 acc=0.6423 f1=0.6403 | epoch_time=3.46s
[Epoch 037] train_loss=0.7476 acc=0.6367 f1=0.6328 | val_loss=0.7424 acc=0.6401 f1=0.6348 | epoch_time=3.35s
[Epoch 038] train_loss=0.7486 acc=0.6367 f1=0.6310 | val_loss=0.7439 acc=0.6268 f1=0.6260 | epoch_time=3.36s
[Epoch 039] train_loss=0.7518 acc=0.6329 f1=0.6297 | val_loss=0.7386 acc=0.6346 f1=0.6294 | epoch_time=3.36s
[Epoch 040] train_loss=0.7414 acc=0.6437 f1=0.6402 | val_loss=0.7386 acc=0.6401 f1=0.6336 | epoch_time=3.35s
[Epoch 041] train_loss=0.7444 acc=0.6370 f1=0.6312 | val_loss=0.7381 acc=0.6401 f1=0.6375 | epoch_time=3.36s
[Epoch 042] train_loss=0.7462 acc=0.6365 f1=0.6320 | val_loss=0.7345 acc=0.6323 f1=0.6248 | epoch_time=3.35s
[Epoch 043] train_loss=0.7445 acc=0.6459 f1=0.6387 | val_loss=0.7385 acc=0.6246 f1=0.6205 | epoch_time=3.34s
[Epoch 044] train_loss=0.7389 acc=0.6448 f1=0.6412 | val_loss=0.7372 acc=0.6434 f1=0.6368 | epoch_time=3.34s
[Epoch 045] train_loss=0.7394 acc=0.6473 f1=0.6427 | val_loss=0.7437 acc=0.6323 f1=0.6278 | epoch_time=3.34s
[Epoch 046] train_loss=0.7305 acc=0.6539 f1=0.6500 | val_loss=0.7420 acc=0.6423 f1=0.6352 | epoch_time=3.34s
[Epoch 047] train_loss=0.7437 acc=0.6354 f1=0.6285 | val_loss=0.7422 acc=0.6334 f1=0.6291 | epoch_time=3.35s
[Epoch 048] train_loss=0.7438 acc=0.6437 f1=0.6401 | val_loss=0.7359 acc=0.6467 f1=0.6406 | epoch_time=3.34s
[Epoch 049] train_loss=0.7283 acc=0.6561 f1=0.6492 | val_loss=0.7362 acc=0.6390 f1=0.6342 | epoch_time=3.35s
[Epoch 050] train_loss=0.7427 acc=0.6376 f1=0.6348 | val_loss=0.7372 acc=0.6401 f1=0.6362 | epoch_time=3.36s
[Epoch 051] train_loss=0.7280 acc=0.6415 f1=0.6360 | val_loss=0.7347 acc=0.6401 f1=0.6340 | epoch_time=3.36s
[Epoch 052] train_loss=0.7327 acc=0.6470 f1=0.6413 | val_loss=0.7352 acc=0.6434 f1=0.6389 | epoch_time=3.36s
[Epoch 053] train_loss=0.7290 acc=0.6495 f1=0.6448 | val_loss=0.7358 acc=0.6379 f1=0.6340 | epoch_time=3.35s
[Epoch 054] train_loss=0.7296 acc=0.6514 f1=0.6476 | val_loss=0.7368 acc=0.6379 f1=0.6341 | epoch_time=3.36s
[Epoch 055] train_loss=0.7298 acc=0.6500 f1=0.6463 | val_loss=0.7350 acc=0.6379 f1=0.6334 | epoch_time=3.37s
[Epoch 056] train_loss=0.7239 acc=0.6628 f1=0.6585 | val_loss=0.7340 acc=0.6379 f1=0.6330 | epoch_time=3.35s
[Epoch 057] train_loss=0.7259 acc=0.6506 f1=0.6455 | val_loss=0.7332 acc=0.6456 f1=0.6401 | epoch_time=3.35s
[Epoch 058] train_loss=0.7272 acc=0.6500 f1=0.6451 | val_loss=0.7333 acc=0.6412 f1=0.6365 | epoch_time=3.34s
[Epoch 059] train_loss=0.7252 acc=0.6561 f1=0.6514 | val_loss=0.7332 acc=0.6346 f1=0.6304 | epoch_time=3.36s
[Epoch 060] train_loss=0.7349 acc=0.6395 f1=0.6356 | val_loss=0.7336 acc=0.6346 f1=0.6307 | epoch_time=3.34s
[Epoch 061] train_loss=0.7260 acc=0.6492 f1=0.6452 | val_loss=0.7321 acc=0.6390 f1=0.6342 | epoch_time=3.36s
[Epoch 062] train_loss=0.7272 acc=0.6592 f1=0.6546 | val_loss=0.7321 acc=0.6401 f1=0.6352 | epoch_time=3.35s
[Epoch 063] train_loss=0.7285 acc=0.6528 f1=0.6476 | val_loss=0.7329 acc=0.6412 f1=0.6360 | epoch_time=3.35s
[Epoch 064] train_loss=0.7265 acc=0.6520 f1=0.6469 | val_loss=0.7323 acc=0.6467 f1=0.6426 | epoch_time=3.36s
[Epoch 065] train_loss=0.7240 acc=0.6586 f1=0.6549 | val_loss=0.7327 acc=0.6434 f1=0.6390 | epoch_time=3.34s
[Epoch 066] train_loss=0.7301 acc=0.6498 f1=0.6460 | val_loss=0.7324 acc=0.6423 f1=0.6378 | epoch_time=3.35s
[Epoch 067] train_loss=0.7281 acc=0.6473 f1=0.6432 | val_loss=0.7322 acc=0.6423 f1=0.6378 | epoch_time=3.34s
[Epoch 068] train_loss=0.7276 acc=0.6572 f1=0.6535 | val_loss=0.7320 acc=0.6423 f1=0.6374 | epoch_time=3.35s
[Epoch 069] train_loss=0.7287 acc=0.6500 f1=0.6459 | val_loss=0.7317 acc=0.6434 f1=0.6383 | epoch_time=3.36s
[Epoch 070] train_loss=0.7283 acc=0.6545 f1=0.6499 | val_loss=0.7315 acc=0.6423 f1=0.6370 | epoch_time=3.35s
[Epoch 071] train_loss=0.7268 acc=0.6531 f1=0.6484 | val_loss=0.7313 acc=0.6368 f1=0.6316 | epoch_time=3.35s
