[Epoch 001] train_loss=0.9988 acc=0.4723 f1=0.4624 | val_loss=0.9007 acc=0.5255 f1=0.5132 | epoch_time=3.35s
[Epoch 002] train_loss=0.8811 acc=0.5280 f1=0.5157 | val_loss=0.8853 acc=0.5255 f1=0.5061 | epoch_time=3.35s
[Epoch 003] train_loss=0.8570 acc=0.5468 f1=0.5349 | val_loss=0.8711 acc=0.5299 f1=0.5081 | epoch_time=3.35s
[Epoch 004] train_loss=0.8535 acc=0.5499 f1=0.5422 | val_loss=0.8803 acc=0.5388 f1=0.5129 | epoch_time=3.33s
[Epoch 005] train_loss=0.8486 acc=0.5460 f1=0.5348 | val_loss=0.8596 acc=0.5499 f1=0.5271 | epoch_time=3.36s
[Epoch 006] train_loss=0.8335 acc=0.5751 f1=0.5629 | val_loss=0.8493 acc=0.5499 f1=0.5372 | epoch_time=3.35s
[Epoch 007] train_loss=0.8207 acc=0.5740 f1=0.5663 | val_loss=0.8692 acc=0.5421 f1=0.5432 | epoch_time=3.35s
[Epoch 008] train_loss=0.8206 acc=0.5934 f1=0.5834 | val_loss=0.8598 acc=0.5288 f1=0.5284 | epoch_time=3.35s
[Epoch 009] train_loss=0.8053 acc=0.5892 f1=0.5821 | val_loss=0.8583 acc=0.5410 f1=0.5352 | epoch_time=3.35s
[Epoch 010] train_loss=0.8023 acc=0.5967 f1=0.5943 | val_loss=0.8567 acc=0.5443 f1=0.5312 | epoch_time=3.35s
[Epoch 011] train_loss=0.7973 acc=0.6102 f1=0.6044 | val_loss=0.8457 acc=0.5532 f1=0.5470 | epoch_time=3.35s
[Epoch 012] train_loss=0.7935 acc=0.5986 f1=0.5904 | val_loss=0.8424 acc=0.5698 f1=0.5590 | epoch_time=3.36s
[Epoch 013] train_loss=0.7872 acc=0.6050 f1=0.5981 | val_loss=0.8514 acc=0.5610 f1=0.5563 | epoch_time=3.35s
[Epoch 014] train_loss=0.7876 acc=0.6125 f1=0.6057 | val_loss=0.8579 acc=0.5344 f1=0.5395 | epoch_time=3.34s
[Epoch 015] train_loss=0.7844 acc=0.6072 f1=0.6020 | val_loss=0.8432 acc=0.5687 f1=0.5606 | epoch_time=3.35s
[Epoch 016] train_loss=0.7796 acc=0.6125 f1=0.6062 | val_loss=0.8419 acc=0.5942 f1=0.5861 | epoch_time=3.35s
[Epoch 017] train_loss=0.7816 acc=0.6152 f1=0.6095 | val_loss=0.8482 acc=0.5576 f1=0.5392 | epoch_time=3.34s
[Epoch 018] train_loss=0.7739 acc=0.6260 f1=0.6184 | val_loss=0.8486 acc=0.5654 f1=0.5644 | epoch_time=3.35s
[Epoch 019] train_loss=0.7754 acc=0.6163 f1=0.6127 | val_loss=0.8360 acc=0.5809 f1=0.5766 | epoch_time=3.36s
[Epoch 020] train_loss=0.7706 acc=0.6249 f1=0.6214 | val_loss=0.8382 acc=0.5721 f1=0.5611 | epoch_time=3.35s
[Epoch 021] train_loss=0.7788 acc=0.6078 f1=0.6039 | val_loss=0.8501 acc=0.5344 f1=0.5168 | epoch_time=3.34s
[Epoch 022] train_loss=0.7761 acc=0.6191 f1=0.6113 | val_loss=0.8334 acc=0.5665 f1=0.5668 | epoch_time=3.35s
[Epoch 023] train_loss=0.7647 acc=0.6363 f1=0.6333 | val_loss=0.8432 acc=0.5698 f1=0.5665 | epoch_time=3.35s
[Epoch 024] train_loss=0.7705 acc=0.6208 f1=0.6175 | val_loss=0.8563 acc=0.5443 f1=0.5447 | epoch_time=3.34s
[Epoch 025] train_loss=0.7766 acc=0.6177 f1=0.6089 | val_loss=0.8541 acc=0.5610 f1=0.5601 | epoch_time=3.34s
[Epoch 026] train_loss=0.7710 acc=0.6235 f1=0.6204 | val_loss=0.8280 acc=0.5787 f1=0.5743 | epoch_time=3.35s
[Epoch 027] train_loss=0.7616 acc=0.6316 f1=0.6287 | val_loss=0.8410 acc=0.5754 f1=0.5678 | epoch_time=3.36s
[Epoch 028] train_loss=0.7599 acc=0.6316 f1=0.6258 | val_loss=0.8299 acc=0.5743 f1=0.5701 | epoch_time=3.35s
[Epoch 029] train_loss=0.7559 acc=0.6319 f1=0.6252 | val_loss=0.8305 acc=0.5754 f1=0.5680 | epoch_time=3.47s
[Epoch 030] train_loss=0.7543 acc=0.6349 f1=0.6331 | val_loss=0.8391 acc=0.5843 f1=0.5851 | epoch_time=3.35s
[Epoch 031] train_loss=0.7491 acc=0.6407 f1=0.6396 | val_loss=0.8283 acc=0.5887 f1=0.5814 | epoch_time=3.35s
[Epoch 032] train_loss=0.7463 acc=0.6499 f1=0.6446 | val_loss=0.8322 acc=0.5887 f1=0.5858 | epoch_time=3.35s
[Epoch 033] train_loss=0.7491 acc=0.6446 f1=0.6397 | val_loss=0.8351 acc=0.5776 f1=0.5755 | epoch_time=3.35s
[Epoch 034] train_loss=0.7501 acc=0.6413 f1=0.6350 | val_loss=0.8402 acc=0.5809 f1=0.5757 | epoch_time=3.35s
[Epoch 035] train_loss=0.7523 acc=0.6391 f1=0.6362 | val_loss=0.8248 acc=0.5909 f1=0.5868 | epoch_time=3.36s
[Epoch 036] train_loss=0.7481 acc=0.6374 f1=0.6311 | val_loss=0.8310 acc=0.5909 f1=0.5892 | epoch_time=3.34s
[Epoch 037] train_loss=0.7439 acc=0.6427 f1=0.6402 | val_loss=0.8306 acc=0.5843 f1=0.5812 | epoch_time=3.34s
[Epoch 038] train_loss=0.7405 acc=0.6454 f1=0.6405 | val_loss=0.8309 acc=0.5831 f1=0.5770 | epoch_time=3.35s
[Epoch 039] train_loss=0.7446 acc=0.6496 f1=0.6456 | val_loss=0.8297 acc=0.5865 f1=0.5849 | epoch_time=3.34s
[Epoch 040] train_loss=0.7432 acc=0.6440 f1=0.6397 | val_loss=0.8258 acc=0.5920 f1=0.5883 | epoch_time=3.35s
[Epoch 041] train_loss=0.7403 acc=0.6457 f1=0.6421 | val_loss=0.8265 acc=0.5876 f1=0.5852 | epoch_time=3.35s
[Epoch 042] train_loss=0.7421 acc=0.6493 f1=0.6459 | val_loss=0.8269 acc=0.5898 f1=0.5868 | epoch_time=3.36s
