[Epoch 001] train_loss=0.9735 acc=0.4877 f1=0.4757 | val_loss=0.9023 acc=0.5172 f1=0.4804 | epoch_time=16.16s
[Epoch 002] train_loss=0.8914 acc=0.5159 f1=0.5038 | val_loss=0.8730 acc=0.5227 f1=0.4882 | epoch_time=3.36s
[Epoch 003] train_loss=0.8673 acc=0.5425 f1=0.5302 | val_loss=0.8495 acc=0.5382 f1=0.5201 | epoch_time=3.37s
[Epoch 004] train_loss=0.8543 acc=0.5431 f1=0.5331 | val_loss=0.8460 acc=0.5371 f1=0.5023 | epoch_time=3.37s
[Epoch 005] train_loss=0.8426 acc=0.5625 f1=0.5415 | val_loss=0.8530 acc=0.5393 f1=0.4998 | epoch_time=3.36s
[Epoch 006] train_loss=0.8484 acc=0.5411 f1=0.5364 | val_loss=0.8341 acc=0.5415 f1=0.5067 | epoch_time=3.36s
[Epoch 007] train_loss=0.8291 acc=0.5658 f1=0.5550 | val_loss=0.8280 acc=0.5903 f1=0.5834 | epoch_time=3.36s
[Epoch 008] train_loss=0.8272 acc=0.5683 f1=0.5606 | val_loss=0.8229 acc=0.5792 f1=0.5753 | epoch_time=3.37s
[Epoch 009] train_loss=0.8304 acc=0.5702 f1=0.5606 | val_loss=0.8416 acc=0.5426 f1=0.5110 | epoch_time=3.35s
[Epoch 010] train_loss=0.8272 acc=0.5633 f1=0.5538 | val_loss=0.8159 acc=0.5880 f1=0.5760 | epoch_time=3.37s
[Epoch 011] train_loss=0.8133 acc=0.5769 f1=0.5679 | val_loss=0.8141 acc=0.5825 f1=0.5841 | epoch_time=3.37s
[Epoch 012] train_loss=0.8181 acc=0.5744 f1=0.5697 | val_loss=0.8105 acc=0.5847 f1=0.5824 | epoch_time=3.37s
[Epoch 013] train_loss=0.8066 acc=0.5855 f1=0.5735 | val_loss=0.8032 acc=0.5847 f1=0.5655 | epoch_time=3.37s
[Epoch 014] train_loss=0.8066 acc=0.5869 f1=0.5768 | val_loss=0.7982 acc=0.5891 f1=0.5772 | epoch_time=3.35s
[Epoch 015] train_loss=0.8034 acc=0.5877 f1=0.5835 | val_loss=0.8015 acc=0.5880 f1=0.5478 | epoch_time=3.36s
[Epoch 016] train_loss=0.7982 acc=0.5968 f1=0.5894 | val_loss=0.8009 acc=0.6047 f1=0.5937 | epoch_time=3.35s
[Epoch 017] train_loss=0.8034 acc=0.5858 f1=0.5772 | val_loss=0.7991 acc=0.6190 f1=0.6185 | epoch_time=3.35s
[Epoch 018] train_loss=0.7982 acc=0.5996 f1=0.5926 | val_loss=0.7955 acc=0.5991 f1=0.5827 | epoch_time=3.35s
[Epoch 019] train_loss=0.7951 acc=0.6002 f1=0.5873 | val_loss=0.7863 acc=0.6235 f1=0.6162 | epoch_time=3.35s
[Epoch 020] train_loss=0.7862 acc=0.6079 f1=0.6028 | val_loss=0.7872 acc=0.6279 f1=0.6274 | epoch_time=3.35s
[Epoch 021] train_loss=0.7878 acc=0.6024 f1=0.5942 | val_loss=0.8027 acc=0.5836 f1=0.5440 | epoch_time=3.36s
[Epoch 022] train_loss=0.8009 acc=0.5946 f1=0.5869 | val_loss=0.8051 acc=0.5969 f1=0.5761 | epoch_time=3.35s
[Epoch 023] train_loss=0.7954 acc=0.6035 f1=0.5896 | val_loss=0.7927 acc=0.6047 f1=0.5880 | epoch_time=3.36s
[Epoch 024] train_loss=0.7798 acc=0.6146 f1=0.6054 | val_loss=0.7861 acc=0.6091 f1=0.6057 | epoch_time=3.35s
[Epoch 025] train_loss=0.7829 acc=0.6110 f1=0.6049 | val_loss=0.7802 acc=0.6179 f1=0.6131 | epoch_time=3.35s
[Epoch 026] train_loss=0.7798 acc=0.6140 f1=0.6079 | val_loss=0.7759 acc=0.6357 f1=0.6287 | epoch_time=3.35s
[Epoch 027] train_loss=0.7731 acc=0.6173 f1=0.6126 | val_loss=0.7720 acc=0.6390 f1=0.6308 | epoch_time=3.36s
[Epoch 028] train_loss=0.7715 acc=0.6171 f1=0.6106 | val_loss=0.7704 acc=0.6434 f1=0.6332 | epoch_time=3.35s
[Epoch 029] train_loss=0.7732 acc=0.6160 f1=0.6079 | val_loss=0.7680 acc=0.6445 f1=0.6361 | epoch_time=3.35s
[Epoch 030] train_loss=0.7672 acc=0.6215 f1=0.6151 | val_loss=0.7673 acc=0.6346 f1=0.6269 | epoch_time=3.35s
[Epoch 031] train_loss=0.7680 acc=0.6273 f1=0.6210 | val_loss=0.7645 acc=0.6312 f1=0.6270 | epoch_time=3.35s
[Epoch 032] train_loss=0.7643 acc=0.6243 f1=0.6199 | val_loss=0.7627 acc=0.6467 f1=0.6368 | epoch_time=3.35s
[Epoch 033] train_loss=0.7615 acc=0.6204 f1=0.6123 | val_loss=0.7593 acc=0.6412 f1=0.6320 | epoch_time=3.37s
[Epoch 034] train_loss=0.7622 acc=0.6268 f1=0.6214 | val_loss=0.7575 acc=0.6445 f1=0.6347 | epoch_time=3.35s
[Epoch 035] train_loss=0.7625 acc=0.6229 f1=0.6149 | val_loss=0.7632 acc=0.6412 f1=0.6384 | epoch_time=3.35s
[Epoch 036] train_loss=0.7565 acc=0.6351 f1=0.6293 | val_loss=0.7611 acc=0.6501 f1=0.6463 | epoch_time=3.35s
[Epoch 037] train_loss=0.7675 acc=0.6257 f1=0.6208 | val_loss=0.7614 acc=0.6390 f1=0.6340 | epoch_time=3.36s
[Epoch 038] train_loss=0.7566 acc=0.6290 f1=0.6192 | val_loss=0.7574 acc=0.6501 f1=0.6473 | epoch_time=3.40s
[Epoch 039] train_loss=0.7525 acc=0.6309 f1=0.6231 | val_loss=0.7554 acc=0.6379 f1=0.6342 | epoch_time=3.46s
[Epoch 040] train_loss=0.7567 acc=0.6331 f1=0.6309 | val_loss=0.7522 acc=0.6379 f1=0.6254 | epoch_time=3.36s
[Epoch 041] train_loss=0.7606 acc=0.6212 f1=0.6154 | val_loss=0.7706 acc=0.6058 f1=0.6065 | epoch_time=3.35s
[Epoch 042] train_loss=0.7581 acc=0.6251 f1=0.6197 | val_loss=0.7591 acc=0.6368 f1=0.6326 | epoch_time=3.35s
[Epoch 043] train_loss=0.7495 acc=0.6309 f1=0.6276 | val_loss=0.7484 acc=0.6434 f1=0.6335 | epoch_time=3.35s
[Epoch 044] train_loss=0.7488 acc=0.6365 f1=0.6313 | val_loss=0.7456 acc=0.6478 f1=0.6431 | epoch_time=3.37s
[Epoch 045] train_loss=0.7524 acc=0.6270 f1=0.6245 | val_loss=0.7437 acc=0.6501 f1=0.6440 | epoch_time=3.36s
[Epoch 046] train_loss=0.7557 acc=0.6196 f1=0.6117 | val_loss=0.7460 acc=0.6467 f1=0.6381 | epoch_time=3.33s
