[Epoch 001] train_loss=1.0218 acc=0.4843 f1=0.4776 | val_loss=1.0281 acc=0.4828 f1=0.4773 | epoch_time=0.02s
[Epoch 002] train_loss=0.9890 acc=0.4907 f1=0.4809 | val_loss=0.9968 acc=0.4994 f1=0.4897 | epoch_time=0.02s
[Epoch 003] train_loss=0.9678 acc=0.4996 f1=0.4885 | val_loss=0.9760 acc=0.5017 f1=0.4870 | epoch_time=0.02s
[Epoch 004] train_loss=0.9549 acc=0.5026 f1=0.4924 | val_loss=0.9628 acc=0.5105 f1=0.4983 | epoch_time=0.02s
[Epoch 005] train_loss=0.9462 acc=0.5154 f1=0.5057 | val_loss=0.9544 acc=0.5161 f1=0.5039 | epoch_time=0.02s
[Epoch 006] train_loss=0.9408 acc=0.5320 f1=0.5228 | val_loss=0.9480 acc=0.5415 f1=0.5309 | epoch_time=0.02s
[Epoch 007] train_loss=0.9351 acc=0.5215 f1=0.5108 | val_loss=0.9435 acc=0.5094 f1=0.4953 | epoch_time=0.02s
[Epoch 008] train_loss=0.9332 acc=0.5370 f1=0.5177 | val_loss=0.9404 acc=0.5305 f1=0.5105 | epoch_time=0.02s
[Epoch 009] train_loss=0.9282 acc=0.5594 f1=0.5498 | val_loss=0.9355 acc=0.5382 f1=0.5258 | epoch_time=0.02s
[Epoch 010] train_loss=0.9271 acc=0.5134 f1=0.5019 | val_loss=0.9353 acc=0.5127 f1=0.4987 | epoch_time=0.02s
[Epoch 011] train_loss=0.9230 acc=0.5356 f1=0.5260 | val_loss=0.9301 acc=0.5249 f1=0.5122 | epoch_time=0.02s
[Epoch 012] train_loss=0.9216 acc=0.5434 f1=0.5341 | val_loss=0.9281 acc=0.5570 f1=0.5461 | epoch_time=0.02s
[Epoch 013] train_loss=0.9195 acc=0.5314 f1=0.5210 | val_loss=0.9268 acc=0.5260 f1=0.5131 | epoch_time=0.02s
[Epoch 014] train_loss=0.9180 acc=0.5345 f1=0.5245 | val_loss=0.9252 acc=0.5249 f1=0.5118 | epoch_time=0.02s
[Epoch 015] train_loss=0.9168 acc=0.5240 f1=0.5131 | val_loss=0.9243 acc=0.5194 f1=0.5055 | epoch_time=0.02s
[Epoch 016] train_loss=0.9152 acc=0.5542 f1=0.5452 | val_loss=0.9219 acc=0.5581 f1=0.5470 | epoch_time=0.02s
[Epoch 017] train_loss=0.9146 acc=0.5309 f1=0.5204 | val_loss=0.9213 acc=0.5305 f1=0.5166 | epoch_time=0.02s
[Epoch 018] train_loss=0.9131 acc=0.5583 f1=0.5496 | val_loss=0.9193 acc=0.5648 f1=0.5535 | epoch_time=0.02s
[Epoch 019] train_loss=0.9125 acc=0.5387 f1=0.5291 | val_loss=0.9191 acc=0.5282 f1=0.5143 | epoch_time=0.02s
[Epoch 020] train_loss=0.9120 acc=0.5522 f1=0.5430 | val_loss=0.9174 acc=0.5626 f1=0.5503 | epoch_time=0.02s
[Epoch 021] train_loss=0.9111 acc=0.5539 f1=0.5452 | val_loss=0.9170 acc=0.5648 f1=0.5542 | epoch_time=0.02s
[Epoch 022] train_loss=0.9105 acc=0.5622 f1=0.5536 | val_loss=0.9159 acc=0.5637 f1=0.5520 | epoch_time=0.02s
[Epoch 023] train_loss=0.9099 acc=0.5398 f1=0.5303 | val_loss=0.9159 acc=0.5316 f1=0.5182 | epoch_time=0.02s
[Epoch 024] train_loss=0.9103 acc=0.5356 f1=0.5260 | val_loss=0.9172 acc=0.5216 f1=0.5086 | epoch_time=0.02s
[Epoch 025] train_loss=0.9091 acc=0.5619 f1=0.5528 | val_loss=0.9141 acc=0.5570 f1=0.5450 | epoch_time=0.02s
[Epoch 026] train_loss=0.9082 acc=0.5464 f1=0.5381 | val_loss=0.9133 acc=0.5526 f1=0.5413 | epoch_time=0.02s
[Epoch 027] train_loss=0.9081 acc=0.5561 f1=0.5475 | val_loss=0.9128 acc=0.5681 f1=0.5565 | epoch_time=0.02s
