[Epoch 001] train_loss=1.0245 acc=0.4885 f1=0.4796 | val_loss=1.0170 acc=0.4873 f1=0.4776 | epoch_time=0.02s
[Epoch 002] train_loss=0.9910 acc=0.4943 f1=0.4852 | val_loss=0.9811 acc=0.5017 f1=0.4929 | epoch_time=0.02s
[Epoch 003] train_loss=0.9722 acc=0.4946 f1=0.4830 | val_loss=0.9611 acc=0.5072 f1=0.4961 | epoch_time=0.02s
[Epoch 004] train_loss=0.9610 acc=0.5242 f1=0.5119 | val_loss=0.9503 acc=0.5238 f1=0.5105 | epoch_time=0.02s
[Epoch 005] train_loss=0.9507 acc=0.5004 f1=0.4860 | val_loss=0.9391 acc=0.5138 f1=0.5026 | epoch_time=0.02s
[Epoch 006] train_loss=0.9448 acc=0.5093 f1=0.4965 | val_loss=0.9330 acc=0.5127 f1=0.5024 | epoch_time=0.02s
[Epoch 007] train_loss=0.9392 acc=0.5434 f1=0.5330 | val_loss=0.9278 acc=0.5382 f1=0.5284 | epoch_time=0.02s
[Epoch 008] train_loss=0.9351 acc=0.5287 f1=0.5166 | val_loss=0.9232 acc=0.5415 f1=0.5311 | epoch_time=0.02s
[Epoch 009] train_loss=0.9333 acc=0.5497 f1=0.5396 | val_loss=0.9216 acc=0.5581 f1=0.5497 | epoch_time=0.02s
[Epoch 010] train_loss=0.9317 acc=0.5445 f1=0.5302 | val_loss=0.9202 acc=0.5415 f1=0.5266 | epoch_time=0.02s
[Epoch 011] train_loss=0.9276 acc=0.5170 f1=0.5037 | val_loss=0.9148 acc=0.5271 f1=0.5161 | epoch_time=0.02s
[Epoch 012] train_loss=0.9273 acc=0.5151 f1=0.5017 | val_loss=0.9142 acc=0.5227 f1=0.5117 | epoch_time=0.02s
[Epoch 013] train_loss=0.9233 acc=0.5278 f1=0.5159 | val_loss=0.9105 acc=0.5437 f1=0.5345 | epoch_time=0.02s
[Epoch 014] train_loss=0.9233 acc=0.5589 f1=0.5463 | val_loss=0.9111 acc=0.5659 f1=0.5541 | epoch_time=0.02s
[Epoch 015] train_loss=0.9237 acc=0.5442 f1=0.5268 | val_loss=0.9117 acc=0.5437 f1=0.5261 | epoch_time=0.02s
