[Epoch 001] train_loss=1.0383 acc=0.4589 f1=0.4426 | val_loss=0.9861 acc=0.4740 f1=0.3814 | epoch_time=1.16s
[Epoch 002] train_loss=0.9705 acc=0.4877 f1=0.4648 | val_loss=0.9686 acc=0.4983 f1=0.4675 | epoch_time=1.16s
[Epoch 003] train_loss=0.9584 acc=0.4885 f1=0.4719 | val_loss=0.9569 acc=0.4928 f1=0.4142 | epoch_time=1.16s
[Epoch 004] train_loss=0.9553 acc=0.4957 f1=0.4782 | val_loss=0.9560 acc=0.4961 f1=0.3977 | epoch_time=1.16s
[Epoch 005] train_loss=0.9534 acc=0.4976 f1=0.4742 | val_loss=0.9532 acc=0.4961 f1=0.4016 | epoch_time=1.15s
[Epoch 006] train_loss=0.9399 acc=0.5048 f1=0.4874 | val_loss=0.9391 acc=0.5006 f1=0.4776 | epoch_time=1.16s
[Epoch 007] train_loss=0.9352 acc=0.5096 f1=0.4784 | val_loss=0.9313 acc=0.5216 f1=0.4917 | epoch_time=1.15s
[Epoch 008] train_loss=0.9345 acc=0.5001 f1=0.4834 | val_loss=0.9206 acc=0.5194 f1=0.4812 | epoch_time=1.15s
[Epoch 009] train_loss=0.9131 acc=0.5237 f1=0.5062 | val_loss=0.9012 acc=0.5327 f1=0.5042 | epoch_time=1.15s
[Epoch 010] train_loss=0.8985 acc=0.5359 f1=0.5176 | val_loss=0.8929 acc=0.5183 f1=0.4625 | epoch_time=1.16s
[Epoch 011] train_loss=0.9015 acc=0.5209 f1=0.5012 | val_loss=0.8923 acc=0.5515 f1=0.5106 | epoch_time=1.16s
[Epoch 012] train_loss=0.8997 acc=0.5309 f1=0.5070 | val_loss=0.8893 acc=0.5282 f1=0.4972 | epoch_time=1.15s
[Epoch 013] train_loss=0.8898 acc=0.5364 f1=0.5186 | val_loss=0.8925 acc=0.5360 f1=0.5053 | epoch_time=1.16s
[Epoch 014] train_loss=0.8862 acc=0.5392 f1=0.5172 | val_loss=0.8818 acc=0.5382 f1=0.5245 | epoch_time=1.16s
[Epoch 015] train_loss=0.8834 acc=0.5373 f1=0.5169 | val_loss=0.8803 acc=0.5316 f1=0.5035 | epoch_time=1.17s
[Epoch 016] train_loss=0.8818 acc=0.5481 f1=0.5323 | val_loss=0.8824 acc=0.5382 f1=0.5160 | epoch_time=1.15s
