[Epoch 001] train_loss=1.0356 acc=0.4469 f1=0.4373 | val_loss=0.9687 acc=0.4961 f1=0.4138 | epoch_time=1.70s
[Epoch 002] train_loss=0.9736 acc=0.4835 f1=0.4715 | val_loss=0.9607 acc=0.4751 f1=0.4494 | epoch_time=1.16s
[Epoch 003] train_loss=0.9657 acc=0.4960 f1=0.4680 | val_loss=0.9689 acc=0.4839 f1=0.4210 | epoch_time=1.16s
[Epoch 004] train_loss=0.9530 acc=0.4965 f1=0.4807 | val_loss=0.9370 acc=0.5028 f1=0.4063 | epoch_time=1.16s
[Epoch 005] train_loss=0.9372 acc=0.5001 f1=0.4884 | val_loss=0.9240 acc=0.4961 f1=0.4132 | epoch_time=1.17s
[Epoch 006] train_loss=0.9211 acc=0.5148 f1=0.5017 | val_loss=0.9052 acc=0.5138 f1=0.4971 | epoch_time=1.15s
[Epoch 007] train_loss=0.9070 acc=0.5215 f1=0.5045 | val_loss=0.8989 acc=0.5327 f1=0.5241 | epoch_time=1.16s
[Epoch 008] train_loss=0.9076 acc=0.5085 f1=0.4958 | val_loss=0.8937 acc=0.5282 f1=0.4361 | epoch_time=1.16s
[Epoch 009] train_loss=0.8969 acc=0.5234 f1=0.5079 | val_loss=0.8904 acc=0.5216 f1=0.4869 | epoch_time=1.16s
[Epoch 010] train_loss=0.8964 acc=0.5259 f1=0.5043 | val_loss=0.8982 acc=0.5316 f1=0.4792 | epoch_time=1.16s
[Epoch 011] train_loss=0.8905 acc=0.5334 f1=0.5155 | val_loss=0.9115 acc=0.5161 f1=0.4993 | epoch_time=1.15s
[Epoch 012] train_loss=0.8883 acc=0.5303 f1=0.5135 | val_loss=0.8837 acc=0.5382 f1=0.5039 | epoch_time=1.17s
[Epoch 013] train_loss=0.8846 acc=0.5317 f1=0.5013 | val_loss=0.8832 acc=0.5227 f1=0.4618 | epoch_time=1.16s
[Epoch 014] train_loss=0.9017 acc=0.5231 f1=0.4997 | val_loss=0.9040 acc=0.5028 f1=0.4572 | epoch_time=1.15s
[Epoch 015] train_loss=0.8828 acc=0.5353 f1=0.5140 | val_loss=0.8741 acc=0.5460 f1=0.5298 | epoch_time=1.16s
[Epoch 016] train_loss=0.8782 acc=0.5506 f1=0.5296 | val_loss=0.8823 acc=0.5338 f1=0.4861 | epoch_time=1.16s
[Epoch 017] train_loss=0.8812 acc=0.5370 f1=0.5005 | val_loss=0.8776 acc=0.5548 f1=0.5476 | epoch_time=1.15s
[Epoch 018] train_loss=0.8762 acc=0.5475 f1=0.5214 | val_loss=0.8726 acc=0.5482 f1=0.5277 | epoch_time=1.17s
[Epoch 019] train_loss=0.8753 acc=0.5362 f1=0.5153 | val_loss=0.8688 acc=0.5460 f1=0.5171 | epoch_time=1.15s
[Epoch 020] train_loss=0.8725 acc=0.5500 f1=0.5195 | val_loss=0.8709 acc=0.5227 f1=0.4908 | epoch_time=1.15s
[Epoch 021] train_loss=0.8803 acc=0.5359 f1=0.5162 | val_loss=0.9028 acc=0.5227 f1=0.4545 | epoch_time=1.15s
[Epoch 022] train_loss=0.8899 acc=0.5334 f1=0.5189 | val_loss=0.8706 acc=0.5238 f1=0.5017 | epoch_time=1.16s
[Epoch 023] train_loss=0.8720 acc=0.5403 f1=0.5119 | val_loss=0.8673 acc=0.5382 f1=0.5045 | epoch_time=1.16s
[Epoch 024] train_loss=0.8729 acc=0.5362 f1=0.5160 | val_loss=0.8766 acc=0.5327 f1=0.4993 | epoch_time=1.15s
[Epoch 025] train_loss=0.8666 acc=0.5434 f1=0.5105 | val_loss=0.8614 acc=0.5504 f1=0.5327 | epoch_time=1.16s
[Epoch 026] train_loss=0.8714 acc=0.5348 f1=0.5165 | val_loss=0.8626 acc=0.5493 f1=0.4803 | epoch_time=1.16s
[Epoch 027] train_loss=0.8660 acc=0.5409 f1=0.5198 | val_loss=0.8556 acc=0.5659 f1=0.5497 | epoch_time=1.15s
[Epoch 028] train_loss=0.8647 acc=0.5492 f1=0.5238 | val_loss=0.8573 acc=0.5460 f1=0.5204 | epoch_time=1.15s
[Epoch 029] train_loss=0.8726 acc=0.5445 f1=0.5240 | val_loss=0.8704 acc=0.5293 f1=0.4985 | epoch_time=1.15s
[Epoch 030] train_loss=0.8608 acc=0.5472 f1=0.5287 | val_loss=0.8535 acc=0.5736 f1=0.5572 | epoch_time=1.17s
[Epoch 031] train_loss=0.8714 acc=0.5531 f1=0.5331 | val_loss=0.8572 acc=0.5703 f1=0.5551 | epoch_time=1.15s
[Epoch 032] train_loss=0.8517 acc=0.5564 f1=0.5381 | val_loss=0.8494 acc=0.5437 f1=0.5193 | epoch_time=1.16s
